('The rabbit is nice.', 'Fiona is big.', False)
('The leopard likes the hamster.', 'Charlie is strong.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The mouse is kind.', 'Erin is kind.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The cat is lovely.', 'Erin is kind.', False)
('The cat is lovely.', 'Erin is kind.', False)
('The dinosaur sees the cat.', 'Erin is sad.', False)
('The dinosaur sees the cat.', 'Erin is sad.', False)
('The cat is nice.', 'Erin is nice.', False)
('The cat is nice.', 'Cat is nice.', False)
('The snake is dull.', 'Erin is poor.', False)
('The snake is dull.', 'Erin is poor.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The bald eagle is obese.', 'Charlie is obese.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The snake chases the mouse.', 'is chase.', False)
('The snake chases the mouse.', 'Erin is chase.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The lion is rough.', 'Erin is rough.', False)
('The lion is rough.', 'Erin is rough.', False)
('The bald eagle is big.', 'Alan is big.', False)
('The bald eagle is big.', 'Alan is big.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The cat is beautiful.', 'Charlie is beautiful.', False)
('The lion sees the cat.', 'Erin is bad.', False)
('The lion sees the cat.', 'Erin is bad.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The leopard is tired.', 'Charlie is tired.', False)
('The wolf is obese.', 'Erin is huge.', False)
('The wolf is obese.', 'Erin is huge.', False)
('The dog is furry.', 'Fiona is kind.', False)
('The dog is furry.', 'Erin is kind.', False)
('The leopard likes the dog.', 'Charlie is lazy.', False)
('The leopard likes the dog.', 'Charlie is lazy.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The bear is dull.', 'Erin is poor.', False)
('The bear is dull.', 'Erin is poor.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The hamster is lovely.', 'is quiet.', False)
('The hamster is lovely.', 'is quiet.', False)
('The bear visits the hamster.', 'Erin is visits visits visits visits visit is visits.', False)
('The bear visits the hamster.', 'Erin is visits visits visits imperfect.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The falcon is angry.', 'Fiona is sad.', False)
('The falcon is angry.', 'Fiona is sad.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The hamster is lovely.', 'is smart.', False)
('The hamster is lovely.', 'is smart.', False)
('The falcon chases the hamster.', 'Fiona is high.', False)
('The falcon chases the hamster.', 'Fiona is high.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The cheetah is reckless.', 'Erin is  poor.', False)
('The cheetah is reckless.', 'Erin is smart.', False)
('The snake is heavy.', 'is heavy.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The rabbit is cute.', 'Fiona is cute.', False)
('The rabbit is cute.', 'Erin is cute.', False)
('The cheetah sees the rabbit.', 'Erin is heavy.', False)
('The cheetah sees the rabbit.', 'Erin is heavy.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The squirrel is quiet.', 'S is quiet.', False)
('The snake is dull.', 'is dull.', False)
('The snake is dull.', 'Erin is dull.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The cat is lovely.', 'Erin is fur.', False)
('The cat is lovely.', 'Erin is quiet.', False)
('The snake sees the cat.', 'Erin is dull.', False)
('The snake sees the cat.', 'Erin is dull.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The falcon is dull.', 'Fiona is lazy.', False)
('The falcon is dull.', 'Fiona is lazy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The squirrel is lovely.', 'Erin is slow.', False)
('The squirrel is lovely.', 'Erin is slow.', False)
('The falcon sees the squirrel.', 'Fiona is slow.', False)
('The falcon sees the squirrel.', 'Fiona is slow.', False)
('The dog is nice.', 'Fiona is small.', False)
('The dog is nice.', 'Fiona is strong.', False)
('The lion is reckless.', 'Erin is reckless.', False)
('The lion is reckless.', 'Erin is reckless.', False)
('The wolf is strong.', 'is strong.', False)
('The wolf is strong.', 'is strong.', False)
('The cat is cute.', 'Erin is nice.', False)
('The cat is cute.', 'Erin is nice.', False)
('The lion chases the cat.', 'Erin is chase.', False)
('The lion chases the cat.', 'Erin is chase.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The squirrel is smart.', 'Erin is smart.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The bald eagle is fierce.', 'Alan is obese.', False)
('The bald eagle is fierce.', 'Charlie is obese.', False)
('The dog is lovely.', 'Fiona is smart.', False)
('The dog is lovely.', 'Fiona is smart.', False)
('The crocodile likes the dog.', 'Erin is strong.', False)
('The crocodile likes the dog.', 'Erin is big.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The crocodile is rough.', 'Erin is poor.', False)
('The crocodile is rough.', 'Erin is poor.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The leopard is awful.', 'Charlie is fierce.', False)
('The rabbit is beautiful.', 'is kind.', False)
('The rabbit is beautiful.', 'is kind.', False)
('The crocodile attacks the rabbit.', 'Cro is sad.', False)
('The crocodile attacks the rabbit.', 'Cro is sad.', False)
('The rabbit is nice.', 'is smart.', False)
('The rabbit is nice.', 'Alan is smart.', False)
('The snake is dull.', 'is dull.', False)
('The snake is dull.', 'is dull.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The squirrel is beautiful.', 'Fiona is beautiful.', False)
('The squirrel is beautiful.', 'Fiona is beautiful.', False)
('The snake visits the squirrel.', 'is big.', False)
('The snake visits the squirrel.', 'is big.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The bear is slow.', 'Erin is nice.', False)
('The bear is slow.', 'Erin is nice.', False)
('The crocodile is big.', 'Cro is big.', False)
('The crocodile is big.', 'Cro is big.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The bear visits the squirrel.', 'Erin is nice.', False)
('The bear visits the squirrel.', 'Erin is big.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The leopard is sleepy.', 'Charlie is sad.', False)
('The leopard is sleepy.', 'Charlie is lazy.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cat is lovely.', 'Erin is smart.', False)
('The cat is lovely.', 'Erin is smart.', False)
('The leopard needs the cat.', 'Charlie is lazy.', False)
('The leopard needs the cat.', 'Charlie is lazy.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dinosaur is tired.', 'Erin is slow.', False)
('The dinosaur is tired.', 'Erin is chase.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The rabbit is beautiful.', 'is nice.', False)
('The rabbit is beautiful.', 'is nice.', False)
('The dinosaur sees the rabbit.', 'Erin is see sad.', False)
('The dinosaur sees the rabbit.', 'Erin is see sad.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The rabbit is quiet.', 'Alan is quiet.', False)
('The wolf is boring.', 'is slow.', False)
('The wolf is boring.', 'is slow.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The wolf sees the mouse.', 'Erin is see see is see.', False)
('The wolf sees the mouse.', 'Erin is see see heavy.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The dinosaur is rough.', 'Erin is smart.', False)
('The dinosaur is rough.', 'Erin is smart.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The squirrel is cute.', 'Fiona is cute.', False)
('The squirrel is cute.', 'Erin is nice.', False)
('The dinosaur likes the squirrel.', 'Erin is rough.', False)
('The dinosaur likes the squirrel.', 'Erin is rough.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The lion is angry.', 'Erin is slow.', False)
('The lion is angry.', 'Erin is sad.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The squirrel is small.', 'Fiona is small.', False)
('The squirrel is small.', 'Fiona is small.', False)
('The lion chases the squirrel.', 'Erin is lazy.', False)
('The lion chases the squirrel.', 'Erin is lazy.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The bald eagle is angry.', 'Erin is angry.', False)
('The bald eagle is angry.', 'Erin is angry.', False)
('The bear is fierce.', 'Erin is high.', False)
('The bear is fierce.', 'Erin is high.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The bald eagle sees the mouse.', 'Erin is slow.', False)
('The bald eagle sees the mouse.', 'Erin is slow.', False)
('The squirrel is round.', 'Erin is nice.', False)
('The squirrel is round.', 'Erin is nice.', False)
('The cheetah is angry.', 'Erin is sad.', False)
('The cheetah is angry.', 'Erin is sad.', False)
('The crocodile is heavy.', 'Cro is heavy.', False)
('The crocodile is heavy.', 'Cro is heavy.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Erin is funny.', False)
('The cheetah likes the dog.', 'Erin is slow.', False)
('The cheetah likes the dog.', 'Erin is slow.', False)
('The dog is kind.', 'Erin is kind.', False)
('The dog is kind.', 'Erin is kind.', False)
('The falcon is sleepy.', 'Fiona is fur.', False)
('The falcon is sleepy.', 'Fiona is fur.', False)
('The snake is strong.', 'is obese.', False)
('The snake is strong.', 'is high.', False)
('The rabbit is furry.', 'Alan is kind.', False)
('The rabbit is furry.', 'Alan is kind.', False)
('The falcon attacks the rabbit.', 'Fiona is attacks.', False)
('The falcon attacks the rabbit.', 'Fiona is attacks.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'is kind.', False)
('The bald eagle is lazy.', 'Charlie is lazy.', False)
('The bald eagle is lazy.', 'Charlie is lazy.', False)
('The dinosaur is strong.', 'Erin is heavy.', False)
('The dinosaur is strong.', 'Erin is heavy.', False)
('The dog is funny.', 'Fiona is kind.', False)
('The dog is funny.', 'Fiona is kind.', False)
('The bald eagle sees the dog.', 'Erin is heavy.', False)
('The bald eagle sees the dog.', 'Erin is heavy.', False)
('The hamster is nice.', 'is fur.', False)
('The hamster is nice.', 'is fur.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The cheetah is awful.', 'Erin is bad.', False)
('The cheetah is awful.', 'Erin is bad.', False)
('The rabbit is furry.', 'is fur.', False)
('The rabbit is furry.', 'is fur.', False)
('The crocodile attacks the rabbit.', 'Erin is attacks.', False)
('The crocodile attacks the rabbit.', 'Cro is attacks.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The wolf is tired.', 'is imperfect.', False)
('The wolf is tired.', 'is imperfect.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The cat is furry.', 'Erin is fur.', False)
('The cat is furry.', 'Erin is fur.', False)
('The wolf likes the cat.', 'is sad.', False)
('The wolf likes the cat.', 'Charlie is big.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The dinosaur is rough.', 'Erin is rough.', False)
('The dinosaur is rough.', 'Erin is rough.', False)
('The leopard is strong.', 'Charlie is high.', False)
('The leopard is strong.', 'Charlie is big.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The dinosaur visits the dog.', 'Erin is visits.', False)
('The dinosaur visits the dog.', 'Erin is visits.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The leopard is heavy.', 'Charlie is heavy.', False)
('The rabbit is small.', 'is small.', False)
('The rabbit is small.', 'is small.', False)
('The tiger likes the rabbit.', 'Erin is heavy.', False)
('The tiger likes the rabbit.', 'Erin is heavy.', False)
('The hamster is nice.', 'is nice.', False)
('The hamster is nice.', 'Erin is nice.', False)
('The bear is dull.', 'Erin is poor.', False)
('The bear is dull.', 'Erin is poor.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'is big.', False)
('The mouse is adorable.', 'Erin is nice.', False)
('The mouse is adorable.', 'Erin is nice.', False)
('The bear visits the mouse.', 'Erin is big.', False)
('The bear visits the mouse.', 'Erin is big.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The dog is quiet.', 'Fiona is quiet.', False)
('The cheetah is tired.', 'Erin is sad.', False)
('The cheetah is tired.', 'Erin is obese.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The squirrel is beautiful.', 'Charlie is beautiful.', False)
('The squirrel is beautiful.', 'Fiona is beautiful.', False)
('The cheetah likes the squirrel.', 'Erin is big.', False)
('The cheetah likes the squirrel.', 'Erin is big.', False)
('The dog is nice.', 'Erin is visits visits visit.', False)
('The dog is nice.', 'Erin is visits visits visits visits visit is visits.', False)
('The cheetah is tired.', 'Erin is poor.', False)
('The cheetah is tired.', 'Erin is poor.', False)
('The bear is obese.', 'Erin is heavy.', False)
('The bear is obese.', 'Erin is heavy.', False)
('The squirrel is cute.', 'Erin is cute.', False)
('The squirrel is cute.', 'Erin is cute.', False)
('The cheetah needs the squirrel.', 'Erin is heavy.', False)
