('The cat is round.', 'The cat is round.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The bald eagle needs the hamster.', 'The bald eagle needs the hamster.', True)
('The bald eagle needs the hamster.', 'The bald eagle needs the hamster.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The wolf attacks the mouse.', 'The wolf attacks the mouse.', True)
('The wolf attacks the mouse.', 'The wolf attacks the mouse.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The dinosaur is sleepy.', 'The dinosaur is sleepy.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dinosaur attacks the dog.', 'The dinosaur attacks the dog.', True)
('The dinosaur attacks the dog.', 'The dinosaur attacks the dog.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The cheetah is awful.', 'The cheetah is awful.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The leopard attacks the dog.', 'The leopard attacks the dog.', True)
('The leopard attacks the dog.', 'The leopard attacks the dog.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The falcon sees the cat.', 'The falcon sees the cat.', True)
('The falcon sees the cat.', 'The falcon sees the cat.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The tiger visits the dog.', 'The tiger visits the dog.', True)
('The tiger visits the dog.', 'The tiger visits the dog.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The falcon attacks the dog.', 'The falcon attacks the dog.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The bald eagle chases the dog.', 'The bald eagle chases the dog.', True)
('The bald eagle chases the dog.', 'The bald eagle chases the dog.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The wolf chases the rabbit.', 'The wolf chases the rabbit.', True)
('The wolf chases the rabbit.', 'The wolf chases the rabbit.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The tiger is reckless.', 'The tiger is reckless.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The tiger chases the mouse.', 'The tiger chases the mouse.', True)
('The tiger chases the mouse.', 'The tiger chases the mouse.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The crocodile is strong.', 'The crocodile is strong.', True)
('The dog is small.', 'The dog is small.', True)
('The dog is small.', 'The dog is small.', True)
('The cheetah chases the dog.', 'The cheetah chases the dog.', True)
('The cheetah chases the dog.', 'The cheetah chases the dog.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The leopard is rough.', 'The leopard is rough.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The leopard visits the hamster.', 'The leopard visits the hamster.', True)
('The leopard visits the hamster.', 'The leopard visits the hamster.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cat is lovely.', 'The cat is lovely.', True)
('The cheetah attacks the cat.', 'The cheetah attacks the cat.', True)
('The cheetah attacks the cat.', 'The cheetah attacks the cat.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The lion is rough.', 'The lion is rough.', True)
('The lion is rough.', 'The lion is rough.', True)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The rabbit is furry.', 'The rabbit is furry.', True)
('The lion sees the rabbit.', 'The lion sees the rabbit.', True)
('The lion sees the rabbit.', 'The lion sees the rabbit.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The cheetah needs the mouse.', 'The cheetah needs the mouse.', True)
('The cheetah needs the mouse.', 'The cheetah needs the mouse.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The hamster is quiet.', 'The hamster is quiet.', True)
('The bear is tired.', 'The bear is tired.', True)
('The bear is tired.', 'The bear is tired.', True)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The snake is angry.', 'The snake is angry.', True)
('The snake is angry.', 'The snake is angry.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The dog is beautiful.', 'The dog is adorable.', False)
('The dog is beautiful.', 'The dog is adorable.', False)
('The snake needs the dog.', 'The snake needs the dog.', True)
('The snake needs the dog.', 'The snake needs the dog.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The falcon is tired.', 'The falcon is tired.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The falcon attacks the cat.', 'The falcon attacks the cat.', True)
('The falcon attacks the cat.', 'The falcon attacks the cat.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The snake is tired.', 'The snake is tired.', True)
('The snake is tired.', 'The snake is tired.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The snake sees the mouse.', 'The snake sees the mouse.', True)
('The snake sees the mouse.', 'The snake sees the mouse.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The lion is fierce.', 'The lion is fierce.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The leopard attacks the mouse.', 'The leopard attacks the mouse.', True)
('The leopard attacks the mouse.', 'The leopard attacks the mouse.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The bald eagle is sleepy.', 'The bald eagle is sleepy.', True)
('The bald eagle is sleepy.', 'The bald eagle is sleepy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The bald eagle chases the hamster.', 'The bald eagle chases the hamster.', True)
('The bald eagle chases the hamster.', 'The bald eagle chases the hamster.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The leopard sees the cat.', 'The leopard sees the cat.', True)
('The leopard sees the cat.', 'The leopard sees the cat.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
