('The cat is round.', 'Charlie is quiet.', False)
('The leopard is lazy.', 'Charlie is bad.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The tiger is heavy.', 'Gary is heavy.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is clever.', False)
('The leopard sees the squirrel.', 'Charlie is bad.', False)
('The leopard sees the squirrel.', 'Charlie is bad.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The dog is kind.', 'Charlie is quiet.', False)
('The snake is dull.', 'Anne is obese.', False)
('The snake is dull.', 'Anne is obese.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The dinosaur is obese.', 'Dave is big.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The hamster is beautiful.', 'Harry is quiet.', False)
('The snake chases the hamster.', 'Anne is imperfect.', False)
('The snake chases the hamster.', 'Anne is imperfect.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The cheetah is reckless.', 'Che.', False)
('The cheetah is reckless.', 'Che.', False)
('The bear is obese.', 'Anne is big.', False)
('The bear is obese.', 'Bob is big.', False)
('The hamster is beautiful.', 'Harry is bad.', False)
('The hamster is beautiful.', 'Harry is bad.', False)
('The cheetah sees the hamster.', 'Che.', False)
('The cheetah sees the hamster.', 'Che.', False)
('The squirrel is kind.', 'Charlie is obese.', False)
('The squirrel is kind.', 'Charlie is obese.', False)
('The crocodile is reckless.', 'Charlie is obese.', False)
('The crocodile is reckless.', 'Charlie is obese.', False)
('The dinosaur is big.', 'Dave is angry.', False)
('The dinosaur is big.', 'Dave is angry.', False)
('The mouse is lovely.', 'Anne is obese.', False)
('The mouse is lovely.', 'Erin is obese.', False)
('The crocodile visits the mouse.', 'Erin is huge.', False)
('The crocodile visits the mouse.', 'Erin is huge.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The rabbit is round.', 'Anne is clever.', False)
('The crocodile is lazy.', 'Charlie is bad.', False)
('The crocodile is lazy.', 'Charlie is bad.', False)
('The dinosaur is big.', 'Dave is strong.', False)
('The dinosaur is big.', 'Dave is strong.', False)
('The dog is beautiful.', 'Fiona is clever.', False)
('The dog is beautiful.', 'Fiona is clever.', False)
('The crocodile attacks the dog.', 'Charlie is bad.', False)
('The crocodile attacks the dog.', 'Erin is bad.', False)
('The mouse is round.', 'Anne is quiet.', False)
('The mouse is round.', 'Erin is quiet.', False)
('The lion is rough.', 'Alan is bad.', False)
('The lion is rough.', 'Alan is bad.', False)
('The dinosaur is strong.', 'Dave is big.', False)
('The dinosaur is strong.', 'Dave is big.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The cat is cute.', 'Charlie is quiet.', False)
('The lion needs the cat.', 'Alan is bad.', False)
('The lion needs the cat.', 'Alan is bad.', False)
('The hamster is nice.', 'Erin is quiet.', False)
('The hamster is nice.', 'Erin is quiet.', False)
('The falcon is sleepy.', 'Fiona is bad.', False)
('The falcon is sleepy.', 'Fiona is bad.', False)
('The lion is awful.', 'Anne is strong.', False)
('The lion is awful.', 'Fiona is strong.', False)
('The squirrel is funny.', 'Charlie is quiet.', False)
('The squirrel is funny.', 'Charlie is quiet.', False)
('The falcon sees the squirrel.', 'Fiona is bad.', False)
('The falcon sees the squirrel.', 'Fiona is bad.', False)
('The hamster is quiet.', 'Erin isham.', False)
('The hamster is quiet.', 'Erin isham.', False)
('The bear is tired.', 'Bob ische.', False)
('The bear is tired.', 'Bob ische.', False)
('The cheetah is strong.', 'Che.', False)
('The cheetah is strong.', 'Che.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The rabbit is lovely.', 'Anne is quiet.', False)
('The bear likes the rabbit.', 'Bob ische.', False)
('The bear likes the rabbit.', 'Bob ische.', False)
('The cat is kind.', 'Charlie is nice.', False)
('The cat is kind.', 'Charlie is nice.', False)
('The tiger is angry.', 'Gary is dog.', False)
('The tiger is angry.', 'Gary is dog.', False)
('The falcon is big.', 'Fiona is dog.', False)
('The falcon is big.', 'Fiona is dog.', False)
('The dog is cute.', 'Charlie is nice.', False)
('The dog is cute.', 'Fiona is nice.', False)
('The tiger likes the dog.', 'Gary is huge.', False)
('The tiger likes the dog.', 'Gary is huge.', False)
('The hamster is kind.', 'Erin is quiet.', False)
('The hamster is kind.', 'Erin is quiet.', False)
('The tiger is boring.', 'Gary is sad.', False)
('The tiger is boring.', 'Gary is sad.', False)
('The wolf is big.', 'Fiona is sad.', False)
('The wolf is big.', 'Fiona is sad.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The tiger attacks the mouse.', 'Gary is     a.', False)
('The tiger attacks the mouse.', 'Gary is     poor.', False)
('The rabbit is smart.', 'Anne is rabbit.', False)
('The rabbit is smart.', 'Anne is rabbit.', False)
('The wolf is tired.', 'Fiona is rabbit.', False)
('The wolf is tired.', 'Fiona is rabbit.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The cat is lovely.', 'Charlie is rabbit.', False)
('The cat is lovely.', 'Cat is rabbit.', False)
('The wolf sees the cat.', 'Fiona is huge.', False)
('The wolf sees the cat.', 'Fiona is huge.', False)
('The squirrel is quiet.', 'Charlie is kind.', False)
('The squirrel is quiet.', 'Charlie is kind.', False)
('The bald eagle is boring.', 'Erin is rough.', False)
('The bald eagle is boring.', 'Erin is rough.', False)
('The leopard is awful.', 'Charlie is rough.', False)
('The leopard is awful.', 'Charlie is rough.', False)
('The rabbit is cute.', 'Anne is clever.', False)
('The rabbit is cute.', 'Anne is clever.', False)
('The bald eagle visits the rabbit.', 'Anne is heavy.', False)
('The bald eagle visits the rabbit.', 'Anne is heavy.', False)
('The dog is round.', 'Charlie is nice.', False)
('The dog is round.', 'Charlie is nice.', False)
('The falcon is sleepy.', 'Fiona is bad.', False)
('The falcon is sleepy.', 'Fiona is bad.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The squirrel is beautiful.', 'Charlie is bad.', False)
('The squirrel is beautiful.', 'Charlie is bad.', False)
('The falcon likes the squirrel.', 'Fiona is bad.', False)
('The falcon likes the squirrel.', 'Fiona is bad.', False)
('The hamster is smart.', 'Erin is quiet.', False)
('The hamster is smart.', 'Erin is quiet.', False)
('The dinosaur is sleepy.', 'Dave is    a rabbit.', False)
('The dinosaur is sleepy.', 'Dave is   a rabbit.', False)
('The snake is strong.', 'Anne is rabbit.', False)
('The snake is strong.', 'Anne is rabbit.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The rabbit is furry.', 'Anne is kind.', False)
('The dinosaur chases the rabbit.', 'Dave is huge.', False)
('The dinosaur chases the rabbit.', 'Dave is huge.', False)
('The dog is nice.', 'Fiona is huge.', False)
('The dog is nice.', 'Fiona is bad.', False)
('The bear is angry.', 'Bob is awful.', False)
('The bear is angry.', 'Bob is awful.', False)
('The snake is awful.', 'Anne is heavy.', False)
('The snake is awful.', 'Anne is heavy.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The bear chases the squirrel.', 'Bob is strong.', False)
('The bear chases the squirrel.', 'Bob is strong.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The bear is tired.', 'Bob is dull.', False)
('The bear is tired.', 'Bob is dull.', False)
('The crocodile is strong.', 'Erin is attacks.', False)
('The crocodile is strong.', 'Erin is attacks.', False)
('The mouse is adorable.', 'Anne is clever.', False)
('The mouse is adorable.', 'Anne is clever.', False)
('The bear attacks the mouse.', 'Bob is strong.', False)
('The bear attacks the mouse.', 'Bob is strong.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The rabbit is smart.', 'Anne is quiet.', False)
('The falcon is angry.', 'Fiona is rough.', False)
('The falcon is angry.', 'Fiona is rough.', False)
('The tiger is awful.', 'Fiona is heavy.', False)
('The tiger is awful.', 'Fiona is heavy.', False)
('The mouse is adorable.', 'Anne is small.', False)
('The mouse is adorable.', 'Anne is small.', False)
('The falcon visits the mouse.', 'Fiona is heavy.', False)
('The falcon visits the mouse.', 'Fiona is heavy.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The squirrel is smart.', 'Charlie is quiet.', False)
('The wolf is dull.', 'Fiona is rough.', False)
('The wolf is dull.', 'Fiona is rough.', False)
('The tiger is awful.', 'Gary is rough.', False)
('The tiger is awful.', 'Gary is rough.', False)
('The cat is small.', 'Charlie is kind.', False)
('The cat is small.', 'Charlie is rough.', False)
('The wolf likes the cat.', 'Fiona is huge.', False)
('The wolf likes the cat.', 'Fiona is huge.', False)
('The hamster is kind.', 'Harry is small.', False)
('The hamster is kind.', 'Harry is small.', False)
('The bear is angry.', 'Bob is cat.', False)
('The bear is angry.', 'Bob is cat.', False)
('The falcon is obese.', 'Fiona is huge.', False)
('The falcon is obese.', 'Fiona is huge.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The cat is small.', 'Charlie is quiet.', False)
('The bear likes the cat.', 'Bob is huge.', False)
('The bear likes the cat.', 'Bob is huge.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The crocodile is boring.', 'Charlie is dull.', False)
('The crocodile is boring.', 'Charlie is dull.', False)
('The bear is awful.', 'Bob is dull.', False)
('The bear is awful.', 'Bob is dull.', False)
('The squirrel is cute.', 'Charlie is dull.', False)
('The squirrel is cute.', 'Charlie is dull.', False)
('The crocodile likes the squirrel.', 'Erin is huge.', False)
('The crocodile likes the squirrel.', 'Erin is huge.', False)
('The hamster is kind.', 'Harry is nice.', False)
('The hamster is kind.', 'Harry is quiet.', False)
('The snake is rough.', 'Anne is quiet.', False)
('The snake is rough.', 'Anne is quiet.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The wolf is obese.', 'Fiona is huge.', False)
('The squirrel is small.', 'Charlie is clever.', False)
('The squirrel is small.', 'Charlie is clever.', False)
('The snake needs the squirrel.', 'Anne is huge.', False)
('The snake needs the squirrel.', 'Anne is huge.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The rabbit is round.', 'Anne is quiet.', False)
('The cheetah is rough.', 'Che.', False)
('The cheetah is rough.', 'Che.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The dinosaur is strong.', 'Dave is strong.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The cat is lovely.', 'Charlie is quiet.', False)
('The cheetah sees the cat.', 'Che.', False)
('The cheetah sees the cat.', 'Che.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The leopard is rough.', 'Charlie is bad.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The squirrel is cute.', 'Charlie is kind.', False)
('The squirrel is cute.', 'Charlie is kind.', False)
('The leopard likes the squirrel.', 'Charlie is bad.', False)
('The leopard likes the squirrel.', 'Charlie is bad.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The hamster is quiet.', 'Harry is quiet.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The bald eagle is angry.', 'Erin is bad.', False)
('The crocodile is big.', 'Erin is strong.', False)
('The crocodile is big.', 'Erin is strong.', False)
('The rabbit is cute.', 'Anne is quiet.', False)
('The rabbit is cute.', 'Anne is quiet.', False)
('The bald eagle visits the rabbit.', 'Erin is bad.', False)
('The bald eagle visits the rabbit.', 'Erin is bad.', False)
('The hamster is nice.', 'Harry is small.', False)
('The hamster is nice.', 'Harry is small.', False)
('The falcon is tired.', 'Fiona is dull.', False)
('The falcon is tired.', 'Fiona is dull.', False)
('The bald eagle is obese.', 'Erin is huge.', False)
('The bald eagle is obese.', 'Anne is huge.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The falcon needs the rabbit.', 'Fiona is huge.', False)
('The falcon needs the rabbit.', 'Fiona is huge.', False)
('The mouse is smart.', 'Anne is nice.', False)
('The mouse is smart.', 'Erin is kind.', False)
('The snake is tired.', 'Anne is kind.', False)
('The snake is tired.', 'Anne is kind.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The cat is cute.', 'Charlie is sleep.', False)
('The cat is cute.', 'Charlie is little.', False)
('The snake likes the cat.', 'Anne is sad.', False)
('The snake likes the cat.', 'Anne is imperfect.', False)
('The hamster is smart.', 'Harry is kind.', False)
('The hamster is smart.', 'Harry is quiet.', False)
('The bald eagle is slow.', 'Erin is sad.', False)
('The bald eagle is slow.', 'Erin is sad.', False)
('The bear is fierce.', 'Charlie is bad.', False)
('The bear is fierce.', 'Bob is bad.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The cat is beautiful.', 'Charlie is quiet.', False)
('The bald eagle sees the cat.', 'Erin is bad.', False)
('The bald eagle sees the cat.', 'Erin is bad.', False)
('The rabbit is round.', 'Anne is kind.', False)
('The rabbit is round.', 'Anne is kind.', False)
('The bear is angry.', 'Bob is bad.', False)
('The bear is angry.', 'Bob is bad.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The snake is fierce.', 'Anne is strong.', False)
('The cat is cute.', 'Cat is bad.', False)
('The cat is cute.', 'Cat is bad.', False)
('The bear attacks the cat.', 'Bob is bad.', False)
('The bear attacks the cat.', 'Bob is bad.', False)
('The hamster is smart.', 'Harry isham.', False)
('The hamster is smart.', 'Harry is dull.', False)
('The wolf is lazy.', 'Fiona is dull.', False)
('The wolf is lazy.', 'Fiona is dull.', False)
('The lion is heavy.', 'Alan is dull.', False)
('The lion is heavy.', 'Alan is dull.', False)
('The mouse is cute.', 'Anne is small.', False)
('The mouse is cute.', 'Anne is small.', False)
('The wolf visits the mouse.', 'Fiona is heavy.', False)
('The wolf visits the mouse.', 'Fiona is heavy.', False)
('The hamster is smart.', 'Harry is huge.', False)
('The hamster is smart.', 'Harry is huge.', False)
('The wolf is angry.', 'Fiona is fierce.', False)
('The wolf is angry.', 'Fiona is fierce.', False)
('The cheetah is fierce.', 'Che.', False)
('The cheetah is fierce.', 'Che.', False)
('The cat is lovely.', 'Charlie is small.', False)
('The cat is lovely.', 'Charlie is small.', False)
('The wolf likes the cat.', 'Fiona is fierce.', False)
('The wolf likes the cat.', 'Fiona is fierce.', False)
('The squirrel is smart.', 'Charlie is nice.', False)
('The squirrel is smart.', 'Charlie is clever.', False)
('The crocodile is dull.', 'Charlie is sad.', False)
('The crocodile is dull.', 'Charlie is bad.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The falcon is heavy.', 'Fiona is heavy.', False)
('The hamster is funny.', 'Harry is bad.', False)
('The hamster is funny.', 'Harry is bad.', False)
('The crocodile attacks the hamster.', 'Erin is heavy.', False)
('The crocodile attacks the hamster.', 'Erin is heavy.', False)
('The dog is kind.', 'Fiona is dog.', False)
('The dog is kind.', 'Fiona is dog.', False)
('The bald eagle is dull.', 'Erin is reckless.', False)
('The bald eagle is dull.', 'Erin is rough.', False)
('The crocodile is fierce.', 'Erin is strong.', False)
('The crocodile is fierce.', 'Erin is strong.', False)
('The mouse is cute.', 'Charlie is quiet.', False)
('The mouse is cute.', 'Erin is a is a.', False)
('The bald eagle likes the mouse.', 'Anne is strong.', False)
('The bald eagle likes the mouse.', 'Anne is strong.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The cat is quiet.', 'Charlie is quiet.', False)
('The leopard is reckless.', 'Charlie is squirrel.', False)
('The leopard is reckless.', 'Charlie is squirrel.', False)
('The dinosaur is fierce.', 'Dave is squirrel.', False)
('The dinosaur is fierce.', 'Dave is squirrel.', False)
('The squirrel is small.', 'Charlie is squirrel.', False)
('The squirrel is small.', 'Charlie is squirrel.', False)
('The leopard attacks the squirrel.', 'Charlie is huge.', False)
('The leopard attacks the squirrel.', 'Charlie is huge.', False)
('The cat is nice.', 'Charlie is obese.', False)
('The cat is nice.', 'Charlie is obese.', False)
('The snake is reckless.', 'Anne is dull.', False)
('The snake is reckless.', 'Anne is dull.', False)
('The crocodile is obese.', 'Charlie is dull.', False)
('The crocodile is obese.', 'Charlie is dull.', False)
('The dog is lovely.', 'Fiona is obese.', False)
('The dog is lovely.', 'Fiona is obese.', False)
('The snake likes the dog.', 'Anne is big.', False)
('The snake likes the dog.', 'Anne is dog.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The cat is smart.', 'Charlie is obese.', False)
('The wolf is rough.', 'Fiona is rabbit.', False)
('The wolf is rough.', 'Fiona is rabbit.', False)
('The falcon is big.', 'Fiona is rabbit.', False)
('The falcon is big.', 'Fiona is rabbit.', False)
('The rabbit is beautiful.', 'Anne is round.', False)
('The rabbit is beautiful.', 'Anne is round.', False)
('The wolf sees the rabbit.', 'Fiona is huge.', False)
('The wolf sees the rabbit.', 'Fiona is huge.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The cheetah is slow.', 'Che.', False)
('The cheetah is slow.', 'Che.', False)
('The bear is awful.', 'Bob is huge.', False)
('The bear is awful.', 'Bob is huge.', False)
('The cat is furry.', 'Charlie is small.', False)
('The cat is furry.', 'Charlie is small.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cheetah chases the cat.', 'Che.', False)
('The cat is kind.', 'Charlie is kind.', False)
('The cat is kind.', 'Charlie is kind.', False)
('The bald eagle is rough.', 'Erin is bad.', False)
('The bald eagle is rough.', 'Erin is bad.', False)
('The tiger is big.', 'Fiona is big.', False)
('The tiger is big.', 'Fiona is heavy.', False)
('The squirrel is lovely.', 'Fiona is squirrel.', False)
('The squirrel is lovely.', 'Fiona is squirrel.', False)
('The bald eagle attacks the squirrel.', 'Erin is bad.', False)
('The bald eagle attacks the squirrel.', 'Erin is bad.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The rabbit is nice.', 'Anne is small.', False)
('The bear is dull.', 'Bob is sad.', False)
('The bear is dull.', 'Bob is sad.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The dinosaur is fierce.', 'Dave is huge.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The cat is furry.', 'Charlie is quiet.', False)
('The bear needs the cat.', 'Bob is huge.', False)
('The bear needs the cat.', 'Bob is huge.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The cat is nice.', 'Charlie is quiet.', False)
('The leopard is angry.', 'Charlie is rabbit.', False)
('The leopard is angry.', 'Charlie is rabbit.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The rabbit is beautiful.', 'Anne is quiet.', False)
('The leopard sees the rabbit.', 'Charlie is huge.', False)
('The leopard sees the rabbit.', 'Charlie is huge.', False)
('The dog is quiet.', 'Fiona is short.', False)
('The dog is quiet.', 'Fiona is short.', False)
('The dinosaur is rough.', 'Dave is obese.', False)
('The dinosaur is rough.', 'Dave is obese.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The wolf is strong.', 'Fiona is strong.', False)
('The hamster is beautiful.', 'Anne is small.', False)
('The hamster is beautiful.', 'Anne is small.', False)
('The dinosaur needs the hamster.', 'Dave is fierce.', False)
('The dinosaur needs the hamster.', 'Dave is fierce.', False)
('The squirrel is kind.', 'Charlie is lazy.', False)
('The squirrel is kind.', 'Charlie is lazy.', False)
('The wolf is lazy.', 'Fiona is sad.', False)
('The wolf is lazy.', 'Fiona is sad.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dinosaur is awful.', 'Dave is big.', False)
('The dog is adorable.', 'Fiona is lazy.', False)
('The dog is adorable.', 'Fiona is sad.', False)
('The wolf sees the dog.', 'Fiona is bad.', False)
('The wolf sees the dog.', 'Fiona is bad.', False)
('The mouse is kind.', 'Anne is quiet.', False)
('The mouse is kind.', 'Erin is quiet.', False)
('The bear is angry.', 'Bob is rough.', False)
('The bear is angry.', 'Bob is rough.', False)
('The wolf is big.', 'Fiona is rough.', False)
('The wolf is big.', 'Fiona is rough.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The bear sees the dog.', 'Bob is rough.', False)
('The bear sees the dog.', 'Bob is rough.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The cat is round.', 'Charlie is quiet.', False)
('The tiger is rough.', 'Gary is bad.', False)
('The tiger is rough.', 'Gary is bad.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The crocodile is awful.', 'Erin is huge.', False)
('The mouse is adorable.', 'Erin is quiet.', False)
('The mouse is adorable.', 'Erin is quiet.', False)
('The tiger likes the mouse.', 'Gary is bad.', False)
('The tiger likes the mouse.', 'Gary is bad.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The leopard is lazy.', 'Charlie is rough.', False)
('The leopard is lazy.', 'Charlie is rough.', False)
('The bear is heavy.', 'Bob is rough.', False)
('The bear is heavy.', 'Bob is rough.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The squirrel is beautiful.', 'Charlie is quiet.', False)
('The leopard likes the squirrel.', 'Charlie is huge.', False)
('The leopard likes the squirrel.', 'Charlie is huge.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The dinosaur is lazy.', 'Dave is bad.', False)
('The dinosaur is lazy.', 'Dave is sad.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The snake is heavy.', 'Anne is heavy.', False)
('The mouse is cute.', 'Anne is clever.', False)
('The mouse is cute.', 'Erin is clever.', False)
('The dinosaur attacks the mouse.', 'Dave is bad.', False)
('The dinosaur attacks the mouse.', 'Dave is bad.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The rabbit is nice.', 'Anne is quiet.', False)
('The falcon is tired.', 'Fiona is rabbit.', False)
('The falcon is tired.', 'Fiona is rabbit.', False)
('The wolf is big.', 'Fiona is huge.', False)
('The wolf is big.', 'Fiona isham.', False)
('The hamster is adorable.', 'Harry is quiet.', False)
('The hamster is adorable.', 'Harry is quiet.', False)
('The falcon likes the hamster.', 'Fiona is huge.', False)
('The falcon likes the hamster.', 'Fiona is huge.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The cat is smart.', 'Charlie is quiet.', False)
('The crocodile is reckless.', 'Charlie is bad.', False)
('The crocodile is reckless.', 'Erin is bad.', False)
('The lion is obese.', 'Fiona is heavy.', False)
('The lion is obese.', 'Fiona is heavy.', False)
('The mouse is adorable.', 'Anne is quiet.', False)
('The mouse is adorable.', 'Erin is quiet.', False)
('The crocodile visits the mouse.', 'Erin is big.', False)
('The crocodile visits the mouse.', 'Erin is big.', False)
('The rabbit is smart.', 'Anne is obese.', False)
('The rabbit is smart.', 'Anne is obese.', False)
('The wolf is angry.', 'Fiona is bad.', False)
('The wolf is angry.', 'Fiona is bad.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The squirrel is funny.', 'Charlie is obese.', False)
('The squirrel is funny.', 'Charlie is obese.', False)
('The wolf attacks the squirrel.', 'Fiona is huge.', False)
('The wolf attacks the squirrel.', 'Fiona is huge.', False)
('The squirrel is quiet.', 'Charlie is nice.', False)
('The squirrel is quiet.', 'Charlie is nice.', False)
('The leopard is rough.', 'Charlie is awful.', False)
('The leopard is rough.', 'Charlie is awful.', False)
('The snake is awful.', 'Anne is big.', False)
('The snake is awful.', 'Anne is big.', False)
('The hamster is cute.', 'Harry is clever.', False)
('The hamster is cute.', 'Harry is awful.', False)
('The leopard chases the hamster.', 'Charlie is heavy.', False)
('The leopard chases the hamster.', 'Charlie is heavy.', False)
('The mouse is nice.', 'Charlie is quiet.', False)
('The mouse is nice.', 'Charlie is quiet.', False)
('The falcon is tired.', 'Fiona is rough.', False)
('The falcon is tired.', 'Fiona is rough.', False)
('The lion is big.', 'Alan is rough.', False)
('The lion is big.', 'Alan is rough.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The hamster is furry.', 'Harry is quiet.', False)
('The falcon needs the hamster.', 'Fiona is huge.', False)
('The falcon needs the hamster.', 'Fiona is huge.', False)
('The mouse is smart.', 'Erin is huge.', False)
('The mouse is smart.', 'Erin is huge.', False)
('The tiger is reckless.', 'Gary is imperfect.', False)
('The tiger is reckless.', 'Gary is imperfect.', False)
('The cheetah is big.', 'Che.', False)
('The cheetah is big.', 'Che.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The squirrel is furry.', 'Charlie is quiet.', False)
('The tiger chases the squirrel.', 'Gary is fierce.', False)
('The tiger chases the squirrel.', 'Gary is imperfect.', False)
('The dog is nice.', 'Charlie is smart.', False)
('The dog is nice.', 'Charlie is kind.', False)
('The crocodile is reckless.', 'Charlie is quiet.', False)
('The crocodile is reckless.', 'Charlie is quiet.', False)
('The cheetah is heavy.', 'Che.', False)
('The cheetah is heavy.', 'Che.', False)
('The hamster is adorable.', 'Harry is kind.', False)
('The hamster is adorable.', 'Harry is kind.', False)
('The crocodile likes the hamster.', 'Charlie is obese.', False)
('The crocodile likes the hamster.', 'Charlie is obese.', False)
('The rabbit is quiet.', 'Anne is huge.', False)
('The rabbit is quiet.', 'Anne is dull.', False)
('The bald eagle is dull.', 'Erin is dull.', False)
('The bald eagle is dull.', 'Erin is dull.', False)
('The lion is fierce.', 'Anne is big.', False)
('The lion is fierce.', 'Harry is big.', False)
('The squirrel is funny.', 'Charlie is wealthy.', False)
('The squirrel is funny.', 'Charlie is obese.', False)
('The bald eagle chases the squirrel.', 'Bob is big.', False)
('The bald eagle chases the squirrel.', 'Anne is huge.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The squirrel is nice.', 'Charlie is quiet.', False)
('The tiger is lazy.', 'Gary is bad.', False)
('The tiger is lazy.', 'Gary is bad.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The mouse is beautiful.', 'Erin is quiet.', False)
('The tiger likes the mouse.', 'Gary is bad.', False)
('The tiger likes the mouse.', 'Gary is bad.', False)
('The cat is kind.', 'Charlie is small.', False)
('The cat is kind.', 'Charlie is small.', False)
('The crocodile is sleepy.', 'Erin is bad.', False)
('The crocodile is sleepy.', 'Erin is bad.', False)
('The bald eagle is awful.', 'Erin is big.', False)
('The bald eagle is awful.', 'Erin is big.', False)
('The squirrel is small.', 'Charlie is obese.', False)
('The squirrel is small.', 'Charlie is obese.', False)
('The crocodile attacks the squirrel.', 'Erin is strong.', False)
('The crocodile attacks the squirrel.', 'Erin is strong.', False)
('The rabbit is kind.', 'Anne is nice.', False)
('The rabbit is kind.', 'Anne is nice.', False)
('The snake is boring.', 'Anne is bad.', False)
('The snake is boring.', 'Anne is bad.', False)
('The leopard is obese.', 'Charlie is heavy.', False)
('The leopard is obese.', 'Charlie is heavy.', False)
('The dog is furry.', 'Fiona is clever.', False)
('The dog is furry.', 'Fiona is clever.', False)
('The snake likes the dog.', 'Anne is big.', False)
('The snake likes the dog.', 'Anne is big.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The dog is round.', 'Charlie is quiet.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The falcon is reckless.', 'Fiona is bad.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The tiger is strong.', 'Gary is strong.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The squirrel is adorable.', 'Charlie is quiet.', False)
('The falcon needs the squirrel.', 'Fiona is bad.', False)
('The falcon needs the squirrel.', 'Fiona is bad.', False)
