('The cat is smart.', 'Erin is smart.', False)
('The cheetah is boring.', 'Erin is dull.', False)
('The bald eagle is big.', 'Alan is big.', False)
('The bald eagle is big.', 'Charlie is big.', False)
('The cat is adorable.', 'Erin is cute.', False)
('The cat is adorable.', 'Erin is clever.', False)
('The cheetah attacks the cat.', 'Erin is dull.', False)
('The cheetah attacks the cat.', 'Erin is dull.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The crocodile is sleepy.', 'Erin is poor.', False)
('The crocodile is sleepy.', 'Erin is poor.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The rabbit is cute.', 'Charlie is cute.', False)
('The rabbit is cute.', 'Alan is cute.', False)
('The crocodile chases the rabbit.', 'Cro is slow.', False)
('The crocodile chases the rabbit.', 'Cro is slow.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The snake is tired.', 'is tired.', False)
('The snake is tired.', 'is tired.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The dog is furry.', 'Fiona is smart.', False)
('The dog is furry.', 'Fiona is smart.', False)
('The snake sees the dog.', 'Erin is slow.', False)
('The snake sees the dog.', 'Erin is slow.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The cheetah is heavy.', 'Erin is heavy.', False)
('The hamster is adorable.', 'is cute.', False)
('The hamster is adorable.', 'is cute.', False)
('The leopard sees the hamster.', 'Charlie is see see heavy.', False)
('The leopard sees the hamster.', 'Charlie is see see heavy.', False)
('The squirrel is round.', 'S is round.', False)
('The squirrel is round.', 'S is round.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The dinosaur is angry.', 'Erin is angry.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The dinosaur chases the mouse.', 'Erin is lazy.', False)
('The dinosaur chases the mouse.', 'Erin is lazy.', False)
('The cat is nice.', 'Erin is poor.', False)
('The cat is nice.', 'Erin is poor.', False)
('The leopard is reckless.', 'Charlie is dull.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The bear is big.', 'Erin is bad.', False)
('The bear is big.', 'Erin is bad.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The leopard visits the squirrel.', 'Charlie is visits visits visit is visits.', False)
('The leopard visits the squirrel.', 'Charlie is visits visits visits visit is visits.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The dinosaur is tired.', 'Erin is tired.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The tiger is awful.', 'Erin is huge.', False)
('The dog is funny.', 'Fiona is nice.', False)
('The dog is funny.', 'Erin is kind.', False)
('The dinosaur sees the dog.', 'Erin is high.', False)
('The dinosaur sees the dog.', 'Erin is high.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The bear is reckless.', 'Erin is quiet.', False)
('The bear is reckless.', 'Erin is quiet.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The mouse is lovely.', 'Erin is quiet.', False)
('The mouse is lovely.', 'Erin is quiet.', False)
('The bear visits the mouse.', 'Erin is big.', False)
('The bear visits the mouse.', 'Erin is big.', False)
('The dog is nice.', 'Erin is quiet.', False)
('The dog is nice.', 'Erin is quiet.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The crocodile is boring.', 'Erin is dull.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The bald eagle is awful.', 'Erin is huge.', False)
('The rabbit is beautiful.', 'Alan is beautiful.', False)
('The rabbit is beautiful.', 'Alan is beautiful.', False)
('The crocodile needs the rabbit.', 'Erin is sad.', False)
('The crocodile needs the rabbit.', 'Erin is sad.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The falcon is slow.', 'Fiona is slow.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The hamster is lovely.', 'is fur.', False)
('The hamster is lovely.', 'is fur.', False)
('The falcon needs the hamster.', 'Fiona is heavy.', False)
('The falcon needs the hamster.', 'Fiona is heavy.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The rabbit is quiet.', 'is quiet.', False)
('The dinosaur is sleepy.', 'Erin is rough.', False)
('The dinosaur is sleepy.', 'Erin is rough.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cat is cute.', 'Erin is quiet.', False)
('The cat is cute.', 'Erin is quiet.', False)
('The dinosaur likes the cat.', 'Erin is strong.', False)
('The dinosaur likes the cat.', 'Erin is strong.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The lion is tired.', 'Erin is tired.', False)
('The lion is tired.', 'Erin is tired.', False)
('The cheetah is fierce.', 'Erin is high.', False)
('The cheetah is fierce.', 'Erin is high.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The lion sees the mouse.', 'Erin is see.', False)
('The lion sees the mouse.', 'Erin is see see see is see.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The leopard is rough.', 'Charlie is rough.', False)
('The cheetah is big.', 'Erin is bad.', False)
('The cheetah is big.', 'Erin is bad.', False)
('The squirrel is adorable.', 'Erin is kind.', False)
('The squirrel is adorable.', 'Erin is kind.', False)
('The leopard chases the squirrel.', 'Charlie is rough.', False)
('The leopard chases the squirrel.', 'Charlie is rough.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The squirrel is quiet.', 'Erin is quiet.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The leopard is dull.', 'Charlie is lazy.', False)
('The bald eagle is awful.', 'Alan is strong.', False)
('The bald eagle is awful.', 'Charlie is bad.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The leopard likes the dog.', 'Charlie is strong.', False)
('The leopard likes the dog.', 'Charlie is heavy.', False)
('The rabbit is smart.', 'Erin is lazy.', False)
('The rabbit is smart.', 'Erin is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cheetah is big.', 'Erin is big.', False)
('The squirrel is small.', 'Erin is smart.', False)
('The squirrel is small.', 'Erin is smart.', False)
('The falcon sees the squirrel.', 'Fiona is lazy.', False)
('The falcon sees the squirrel.', 'Fiona is lazy.', False)
('The rabbit is smart.', 'Erin is smart.', False)
('The rabbit is smart.', 'Fiona is smart.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The cat is lovely.', 'Erin is fur.', False)
('The cat is lovely.', 'Erin is fur.', False)
('The crocodile attacks the cat.', 'Erin is heavy.', False)
('The crocodile attacks the cat.', 'Erin is heavy.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cheetah is sleepy.', 'Erin is lazy.', False)
('The cheetah is sleepy.', 'Erin is lazy.', False)
('The snake is strong.', 'is obese.', False)
('The snake is strong.', 'is obese.', False)
('The squirrel is furry.', 'Erin is kind.', False)
('The squirrel is furry.', 'Erin is kind.', False)
('The cheetah attacks the squirrel.', 'Erin is attacks.', False)
('The cheetah attacks the squirrel.', 'Erin is attacks.', False)
('The dog is nice.', 'Erin is nice.', False)
('The dog is nice.', 'Erin is nice.', False)
('The leopard is angry.', 'Charlie is angry.', False)
('The leopard is angry.', 'Charlie is angry.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The hamster is small.', 'is nice.', False)
('The hamster is small.', 'is nice.', False)
('The leopard needs the hamster.', 'Charlie is big.', False)
('The leopard needs the hamster.', 'Charlie is big.', False)
('The squirrel is round.', 'Erin is round.', False)
('The squirrel is round.', 'Erin is round.', False)
('The cheetah is boring.', 'Erin is lazy.', False)
('The cheetah is boring.', 'Erin is lazy.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The cat is beautiful.', 'Charlie is nice.', False)
('The cat is beautiful.', 'Charlie is nice.', False)
('The cheetah attacks the cat.', 'Erin is slow.', False)
('The cheetah attacks the cat.', 'Erin is slow.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The snake is reckless.', 'is reckless.', False)
('The snake is reckless.', 'is reckless.', False)
('The bald eagle is obese.', 'Erin is fierce.', False)
('The bald eagle is obese.', 'Erin is fierce.', False)
('The hamster is lovely.', 'is round.', False)
('The hamster is lovely.', 'is round.', False)
('The snake likes the hamster.', 'is lazy.', False)
('The snake likes the hamster.', 'is lazy.', False)
('The hamster is quiet.', 'is quiet.', False)
('The hamster is quiet.', 'is quiet.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dinosaur sees the dog.', 'Erin is heavy.', False)
('The dinosaur sees the dog.', 'Erin is heavy.', False)
('The mouse is round.', 'Erin is round.', False)
('The mouse is round.', 'Erin is round.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The falcon is obese.', 'Fiona is high.', False)
('The falcon is obese.', 'Fiona is obese.', False)
('The cat is lovely.', 'Cat is round.', False)
('The cat is lovely.', 'Cat is round.', False)
('The leopard visits the cat.', 'Charlie is visits.', False)
('The leopard visits the cat.', 'Charlie is visits.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'is round.', False)
('The tiger is reckless.', 'Erin is slow.', False)
('The tiger is reckless.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is bad.', False)
('The leopard is awful.', 'Charlie is bad.', False)
('The mouse is lovely.', 'Erin is kind.', False)
('The mouse is lovely.', 'Erin is kind.', False)
('The tiger likes the mouse.', 'Erin is strong.', False)
('The tiger likes the mouse.', 'Erin is strong.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Fiona is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The cheetah visits the mouse.', 'Erin is slow.', False)
('The cheetah visits the mouse.', 'Erin is slow.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The bald eagle is rough.', 'Erin is rough.', False)
('The bald eagle is rough.', 'Erin is rough.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The cat is beautiful.', 'Erin is nice.', False)
('The bald eagle attacks the cat.', 'Charlie is big.', False)
('The bald eagle attacks the cat.', 'Charlie is big.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The lion is tired.', 'Erin is tired.', False)
('The lion is tired.', 'Erin is tired.', False)
('The snake is heavy.', 'is heavy.', False)
('The snake is heavy.', 'Erin is heavy.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The lion sees the dog.', 'Erin is heavy.', False)
('The lion sees the dog.', 'Erin is heavy.', False)
('The cat is nice.', 'Erin is small.', False)
('The cat is nice.', 'Erin is kind.', False)
('The bear is angry.', 'Erin is angry.', False)
('The bear is angry.', 'Erin is angry.', False)
('The lion is strong.', 'Erin is obese.', False)
('The lion is strong.', 'Erin is obese.', False)
('The dog is adorable.', 'Fiona is cute.', False)
('The dog is adorable.', 'Fiona is sad.', False)
('The bear visits the dog.', 'Fiona is strong.', False)
('The bear visits the dog.', 'Charlie is strong.', False)
('The cat is nice.', 'Erin is nice.', False)
('The cat is nice.', 'Erin is nice.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The lion is big.', 'Erin is big.', False)
('The lion is big.', 'Erin is big.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The squirrel is funny.', 'Erin is funny.', False)
('The tiger likes the squirrel.', 'Erin is lazy.', False)
('The tiger likes the squirrel.', 'Erin is lazy.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The falcon is angry.', 'Fiona is obese.', False)
('The falcon is angry.', 'Fiona is obese.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The bald eagle is heavy.', 'Erin is heavy.', False)
('The cat is beautiful.', 'Cat is obese.', False)
('The cat is beautiful.', 'Cat is obese.', False)
('The falcon chases the cat.', 'Fiona is heavy.', False)
('The falcon chases the cat.', 'Fiona is heavy.', False)
('The hamster is smart.', 'is smart.', False)
('The hamster is smart.', 'is smart.', False)
('The bald eagle is reckless.', 'Erin is reckless.', False)
('The bald eagle is reckless.', 'Charlie is reckless.', False)
('The leopard is fierce.', 'Charlie is high.', False)
('The leopard is fierce.', 'Charlie is high.', False)
('The dog is adorable.', 'Fiona is clever.', False)
('The dog is adorable.', 'Fiona is clever.', False)
('The bald eagle sees the dog.', 'Erin is see.', False)
