('The squirrel is smart.', 'The squirrel is smart.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The cat is small.', 'The cat is adorable.', False)
('The cat is small.', 'The cat is adorable.', False)
('The tiger sees the cat.', 'The tiger sees the cat.', True)
('The tiger sees the cat.', 'The tiger sees the cat.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dog is adorable.', 'The dog is funny.', False)
('The dog is adorable.', 'The dog is funny.', False)
('The wolf visits the dog.', 'The wolf is strong.', False)
('The wolf visits the dog.', 'The wolf chases the mouse.', False)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The cheetah is boring.', 'The cheetah is lazy.', False)
('The cheetah is boring.', 'The cheetah is lazy.', False)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The cheetah chases the rabbit.', 'The cheetah needs the dog.', False)
('The cheetah chases the rabbit.', 'The cheetah needs the dog.', False)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The bald eagle is boring.', 'The bald eagle is bad.', False)
('The bald eagle is boring.', 'The bald eagle is bad.', False)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The hamster is funny.', 'The hamster is beautiful.', False)
('The bald eagle likes the hamster.', 'The bald eagle needs the dog.', False)
('The bald eagle likes the hamster.', 'The bald eagle needs the dog.', False)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The bald eagle is dull.', 'The bald eagle is dull.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The squirrel is adorable.', 'The squirrel is funny.', False)
('The squirrel is adorable.', 'The squirrel is funny.', False)
('The bald eagle sees the squirrel.', 'The bald eagle chases the mouse.', False)
('The bald eagle sees the squirrel.', 'The bald eagle chases the mouse.', False)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The bear is tired.', 'The bear is tired.', True)
('The bear is tired.', 'The bear is tired.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The hamster is furry.', 'The hamster is adorable.', False)
('The hamster is furry.', 'The hamster is adorable.', False)
('The bear visits the hamster.', 'The bear needs the rabbit.', False)
('The bear visits the hamster.', 'The bear visits the rabbit.', False)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The squirrel is cute.', 'The squirrel is adorable.', False)
('The squirrel is cute.', 'The squirrel is adorable.', False)
('The leopard visits the squirrel.', 'The leopard chases the dog.', False)
('The leopard visits the squirrel.', 'The leopard chases the dog.', False)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The bear is angry.', 'The bear is angry.', True)
('The bear is angry.', 'The bear is angry.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The mouse is adorable.', 'The mouse is furry.', False)
('The mouse is adorable.', 'The mouse is furry.', False)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The snake is tired.', 'The snake is tired.', True)
('The snake is tired.', 'The snake is tired.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The snake chases the cat.', 'The snake likes the mouse.', False)
('The snake chases the cat.', 'The snake likes the mouse.', False)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The bear is big.', 'The bear is big.', True)
('The bear is big.', 'The bear is big.', True)
('The squirrel is small.', 'The squirrel is adorable.', False)
('The squirrel is small.', 'The squirrel is adorable.', False)
('The cheetah chases the squirrel.', 'The cheetah chases the squirrel.', True)
('The cheetah chases the squirrel.', 'The cheetah chases the squirrel.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The dinosaur is rough.', 'The dinosaur is rough.', True)
('The dinosaur is rough.', 'The dinosaur is rough.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The crocodile is heavy.', 'The crocodile is heavy.', True)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The dinosaur needs the mouse.', 'The dinosaur likes the rabbit.', False)
('The dinosaur needs the mouse.', 'The dinosaur likes the rabbit.', False)
('The mouse is kind.', 'The mouse is smart.', False)
('The mouse is kind.', 'The mouse is smart.', False)
('The tiger is rough.', 'The tiger is rough.', True)
('The tiger is rough.', 'The tiger is rough.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The bald eagle is awful.', 'The bald eagle is awful.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The tiger visits the dog.', 'The tiger likes the mouse.', False)
('The tiger visits the dog.', 'The tiger likes the mouse.', False)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The snake is angry.', 'The snake is angry.', True)
('The snake is angry.', 'The snake is angry.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The bald eagle is obese.', 'The bald eagle is obese.', True)
('The rabbit is small.', 'The rabbit is beautiful.', False)
('The rabbit is small.', 'The rabbit is beautiful.', False)
('The snake attacks the rabbit.', 'The snake attacks the rabbit.', True)
('The snake attacks the rabbit.', 'The snake attacks the rabbit.', True)
('The cat is round.', 'The cat is nice.', False)
('The cat is round.', 'The cat is nice.', False)
('The bear is tired.', 'The bear is tired.', True)
('The bear is tired.', 'The bear is tired.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The bear sees the rabbit.', 'The bear needs the cat.', False)
('The bear sees the rabbit.', 'The bear needs the cat.', False)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The dog is adorable.', 'The dog is funny.', False)
('The dog is adorable.', 'The dog is funny.', False)
('The wolf visits the dog.', 'The wolf sees the squirrel.', False)
('The wolf visits the dog.', 'The wolf sees the squirrel.', False)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The lion is lazy.', 'The lion is lazy.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The hamster is furry.', 'The hamster is adorable.', False)
('The hamster is furry.', 'The hamster is adorable.', False)
('The lion chases the hamster.', 'The lion needs the mouse.', False)
('The lion chases the hamster.', 'The lion needs the mouse.', False)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The rabbit is cute.', 'The rabbit is beautiful.', False)
('The wolf sees the rabbit.', 'The wolf sees the rabbit.', True)
('The wolf sees the rabbit.', 'The wolf sees the rabbit.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The snake is boring.', 'The snake is reckless.', False)
('The snake is boring.', 'The snake is reckless.', False)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The snake needs the squirrel.', 'The snake needs the squirrel.', True)
('The snake needs the squirrel.', 'The snake needs the squirrel.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The snake is awful.', 'The snake is awful.', True)
('The snake is awful.', 'The snake is awful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The wolf visits the squirrel.', 'The wolf needs the hamster.', False)
('The wolf visits the squirrel.', 'The wolf needs the hamster.', False)
('The dog is round.', 'The dog is smart.', False)
('The dog is round.', 'The dog is smart.', False)
('The tiger is boring.', 'The tiger is boring.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The cat is lovely.', 'The cat is cute.', False)
('The cat is lovely.', 'The cat is cute.', False)
('The tiger sees the cat.', 'The tiger sees the cat.', True)
('The tiger sees the cat.', 'The tiger sees the cat.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The dinosaur is tired.', 'The dinosaur is tired.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The dinosaur needs the mouse.', 'The dinosaur attacks the rabbit.', False)
('The dinosaur needs the mouse.', 'The dinosaur attacks the rabbit.', False)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The lion is sleepy.', 'The lion is sleepy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The cat is funny.', 'The cat is funny.', True)
('The cat is funny.', 'The cat is funny.', True)
('The lion attacks the cat.', 'The lion chases the hamster.', False)
('The lion attacks the cat.', 'The lion chases the hamster.', False)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The leopard chases the mouse.', 'The leopard attacks the mouse.', False)
('The leopard chases the mouse.', 'The leopard chases the mouse.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
