('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The leopard is tired.', 'The leopard is tired.', True)
('The leopard is tired.', 'The leopard is tired.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The leopard visits the dog.', 'The leopard visits the dog.', True)
('The leopard visits the dog.', 'The leopard visits the dog.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The snake is heavy.', 'The snake is heavy.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The cheetah visits the hamster.', 'The cheetah visits the hamster.', True)
('The cheetah visits the hamster.', 'The cheetah visits the hamster.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The tiger is lazy.', 'The tiger is lazy.', True)
('The tiger is lazy.', 'The tiger is lazy.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The tiger chases the rabbit.', 'The tiger chases the rabbit.', True)
('The tiger chases the rabbit.', 'The tiger chases the rabbit.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The bald eagle needs the hamster.', 'The bald eagle needs the hamster.', True)
('The bald eagle needs the hamster.', 'The bald eagle needs the hamster.', True)
('The rabbit is quiet.', 'The rabbit is round.', False)
('The rabbit is quiet.', 'The rabbit is round.', False)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The mouse is cute.', 'The mouse is cute.', True)
('The cheetah chases the mouse.', 'The cheetah chases the mouse.', True)
('The cheetah chases the mouse.', 'The cheetah chases the mouse.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The tiger is sleepy.', 'The tiger is sleepy.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The tiger chases the rabbit.', 'The tiger chases the rabbit.', True)
('The tiger chases the rabbit.', 'The tiger chases the rabbit.', True)
('The mouse is quiet.', 'The mouse is round.', False)
('The mouse is quiet.', 'The mouse is round.', False)
('The snake is rough.', 'The snake is rough.', True)
('The snake is rough.', 'The snake is rough.', True)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The snake visits the hamster.', 'The snake visits the hamster.', True)
('The snake visits the hamster.', 'The snake visits the hamster.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The cat is beautiful.', 'The cat is cute.', False)
('The cat is beautiful.', 'The cat is cute.', False)
('The falcon attacks the cat.', 'The falcon attacks the cat.', True)
('The falcon attacks the cat.', 'The falcon attacks the cat.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The falcon attacks the mouse.', 'The falcon attacks the mouse.', True)
('The falcon attacks the mouse.', 'The falcon attacks the mouse.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The bear is dull.', 'The bear is dull.', True)
('The bear is dull.', 'The bear is dull.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dog is funny.', 'The dog is lovely.', False)
('The dog is funny.', 'The dog is funny.', True)
('The bear chases the dog.', 'The bear chases the dog.', True)
('The bear chases the dog.', 'The bear chases the dog.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The wolf chases the hamster.', 'The wolf chases the hamster.', True)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The falcon visits the rabbit.', 'The falcon visits the rabbit.', True)
('The falcon visits the rabbit.', 'The falcon visits the rabbit.', True)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The wolf is dull.', 'The wolf is dull.', True)
('The wolf is dull.', 'The wolf is dull.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The dog is small.', 'The dog is small.', True)
('The dog is small.', 'The dog is small.', True)
('The wolf attacks the dog.', 'The wolf attacks the dog.', True)
('The wolf attacks the dog.', 'The wolf attacks the dog.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The bear is slow.', 'The bear is slow.', True)
('The bear is slow.', 'The bear is slow.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The bear attacks the cat.', 'The bear attacks the cat.', True)
('The bear attacks the cat.', 'The bear attacks the cat.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The crocodile is boring.', 'The crocodile is boring.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The crocodile attacks the squirrel.', 'The crocodile attacks the squirrel.', True)
('The crocodile attacks the squirrel.', 'The crocodile attacks the squirrel.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The leopard is lazy.', 'The leopard is lazy.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The squirrel is small.', 'The squirrel is small.', True)
('The leopard chases the squirrel.', 'The leopard chases the squirrel.', True)
('The leopard chases the squirrel.', 'The leopard chases the squirrel.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The wolf is tired.', 'The wolf is tired.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The hamster is furry.', 'The hamster is furry.', True)
('The wolf attacks the hamster.', 'The wolf attacks the hamster.', True)
('The wolf attacks the hamster.', 'The wolf attacks the hamster.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The bear is boring.', 'The bear is boring.', True)
('The bear is boring.', 'The bear is boring.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The bear likes the cat.', 'The bear likes the cat.', True)
('The bear likes the cat.', 'The bear likes the cat.', True)
('The hamster is round.', 'The hamster is round.', True)
('The hamster is round.', 'The hamster is round.', True)
('The tiger is tired.', 'The tiger is tired.', True)
('The tiger is tired.', 'The tiger is tired.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The tiger needs the cat.', 'The tiger needs the cat.', True)
('The tiger needs the cat.', 'The tiger needs the cat.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The bear is sleepy.', 'The bear is sleepy.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The bear needs the cat.', 'The bear needs the cat.', True)
('The bear needs the cat.', 'The bear needs the cat.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The snake is tired.', 'The snake is tired.', True)
('The snake is tired.', 'The snake is tired.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The hamster is beautiful.', 'The hamster is cute.', False)
('The hamster is beautiful.', 'The hamster is cute.', False)
('The snake attacks the hamster.', 'The snake attacks the hamster.', True)
('The snake attacks the hamster.', 'The snake attacks the hamster.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The lion is big.', 'The lion is big.', True)
('The lion is big.', 'The lion is big.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The snake visits the dog.', 'The snake visits the dog.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The falcon chases the squirrel.', 'The falcon chases the squirrel.', True)
('The falcon chases the squirrel.', 'The falcon chases the squirrel.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The dinosaur is lazy.', 'The dinosaur is lazy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The wolf is heavy.', 'The wolf is heavy.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
