('The squirrel is quiet.', 'Erin is funny.', False)
('The bald eagle is strong.', 'Charlie is strong.', False)
('The bald eagle is strong.', 'Charlie is strong.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The cheetah likes the dog.', 'Erin is fierce.', False)
('The cheetah likes the dog.', 'Erin is fierce.', False)
('The rabbit is round.', 'is kind.', False)
('The rabbit is round.', 'is kind.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The snake is strong.', 'Erin is strong.', False)
('The snake is strong.', 'Erin is strong.', False)
('The mouse is furry.', 'Erin is kind.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The tiger attacks the mouse.', 'Erin is tired.', False)
('The tiger attacks the mouse.', 'Erin is tired.', False)
('The mouse is nice.', 'Erin is kind.', False)
('The mouse is nice.', 'Erin is kind.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The bald eagle is slow.', 'Erin is slow.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The cat is funny.', 'Erin is nice.', False)
('The cat is funny.', 'Erin is nice.', False)
('The bald eagle attacks the cat.', 'Charlie is attacks.', False)
('The bald eagle attacks the cat.', 'Charlie is attacks.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Erin is round.', False)
('The wolf is sleepy.', 'is strong.', False)
('The wolf is sleepy.', 'Fiona is strong.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The wolf visits the squirrel.', 'is visit.', False)
('The wolf visits the squirrel.', 'is visit.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The hamster is smart.', 'Erin is smart.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The wolf is big.', 'is big.', False)
('The wolf is big.', 'Charlie is big.', False)
('The rabbit is furry.', 'is smart.', False)
('The rabbit is furry.', 'is smart.', False)
('The crocodile sees the rabbit.', 'Cro is big.', False)
('The crocodile sees the rabbit.', 'Cro is big.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The rabbit is smart.', 'Alan is smart.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The tiger is tired.', 'Erin is tired.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The cat is funny.', 'Erin is nice.', False)
('The cat is funny.', 'Erin is nice.', False)
('The tiger chases the cat.', 'Erin is funny.', False)
('The tiger chases the cat.', 'Erin is funny.', False)
('The dog is round.', 'Erin is round.', False)
('The dog is round.', 'Erin is round.', False)
('The cheetah is reckless.', 'Erin is slow.', False)
('The cheetah is reckless.', 'Erin is poor.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The crocodile is strong.', 'Erin is strong.', False)
('The cat is cute.', 'Erin is nice.', False)
('The cat is cute.', 'Erin is nice.', False)
('The cheetah chases the cat.', 'Erin is sad.', False)
('The cheetah chases the cat.', 'Erin is sad.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The falcon is reckless.', 'Fiona is reckless.', False)
('The falcon is reckless.', 'Fiona is reckless.', False)
('The cheetah is big.', 'Erin is bad.', False)
('The cheetah is big.', 'Erin is bad.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The dog is funny.', 'Fiona is funny.', False)
('The falcon visits the dog.', 'Fiona is heavy.', False)
('The falcon visits the dog.', 'Fiona is big.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The bear is tired.', 'Erin is lazy.', False)
('The bear is tired.', 'Erin is lazy.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The rabbit is cute.', 'Fiona is clever.', False)
('The rabbit is cute.', 'Fiona is clever.', False)
('The bear visits the rabbit.', 'Erin is imperfect.', False)
('The bear visits the rabbit.', 'Erin is imperfect.', False)
('The cat is nice.', 'Erin is funny.', False)
('The cat is nice.', 'Erin is funny.', False)
('The crocodile is boring.', 'Erin is funny.', False)
('The crocodile is boring.', 'Erin is funny.', False)
('The wolf is obese.', 'is obese.', False)
('The wolf is obese.', 'is obese.', False)
('The hamster is funny.', 'is funny.', False)
('The hamster is funny.', 'is funny.', False)
('The crocodile needs the hamster.', 'Cro is funny.', False)
('The crocodile needs the hamster.', 'Cro is big.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cat is quiet.', 'Erin is quiet.', False)
('The cheetah is sleepy.', 'Erin is quiet.', False)
('The cheetah is sleepy.', 'Erin is quiet.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The dinosaur is obese.', 'Erin is obese.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The mouse is cute.', 'Erin is quiet.', False)
('The cheetah chases the mouse.', 'Erin is chase.', False)
('The cheetah chases the mouse.', 'Erin is chase.', False)
('The rabbit is round.', 'Alan is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The snake is heavy.', 'is rough.', False)
('The snake is heavy.', 'is rough.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The tiger visits the squirrel.', 'Erin is strong.', False)
('The tiger visits the squirrel.', 'Erin is strong.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The crocodile is dull.', 'Erin is heavy.', False)
('The crocodile is dull.', 'Erin is heavy.', False)
('The bear is awful.', 'Erin is huge.', False)
('The bear is awful.', 'Erin is huge.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The dog is small.', 'Fiona is quiet.', False)
('The crocodile chases the dog.', 'Erin is heavy.', False)
('The crocodile chases the dog.', 'Erin is heavy.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The snake is boring.', 'Erin is sad.', False)
('The snake is boring.', 'Erin is kind.', False)
('The falcon is big.', 'Fiona is big.', False)
('The falcon is big.', 'Fiona is big.', False)
('The mouse is furry.', 'Erin is kind.', False)
('The mouse is furry.', 'Erin is kind.', False)
('The snake likes the mouse.', 'Erin is strong.', False)
('The snake likes the mouse.', 'Erin is strong.', False)
('The cat is nice.', 'Erin is kind.', False)
('The cat is nice.', 'Erin is kind.', False)
('The snake is reckless.', 'Erin is small.', False)
('The snake is reckless.', 'Erin is small.', False)
('The cheetah is big.', 'Erin is big.', False)
('The cheetah is big.', 'Erin is big.', False)
('The mouse is small.', 'Erin is small.', False)
('The mouse is small.', 'Erin is small.', False)
('The snake sees the mouse.', 'is visit is small.', False)
('The snake sees the mouse.', 'is big.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The falcon sees the dog.', 'Fiona is slow.', False)
('The falcon sees the dog.', 'Fiona is slow.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The cheetah is angry.', 'Erin is angry.', False)
('The cheetah is angry.', 'Erin is angry.', False)
('The dinosaur is fierce.', 'Erin is huge.', False)
('The dinosaur is fierce.', 'Erin is huge.', False)
('The squirrel is small.', 'Fiona is round.', False)
('The squirrel is small.', 'Fiona is round.', False)
('The cheetah needs the squirrel.', 'Erin is sad.', False)
('The cheetah needs the squirrel.', 'Erin is sad.', False)
('The rabbit is nice.', 'Alan is small.', False)
('The rabbit is nice.', 'Fiona is poor.', False)
('The wolf is sleepy.', 'is bad.', False)
('The wolf is sleepy.', 'is bad.', False)
('The bald eagle is obese.', 'Charlie is fierce.', False)
('The bald eagle is obese.', 'Charlie is fierce.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The squirrel is lovely.', 'Fiona is small.', False)
('The wolf attacks the squirrel.', 'is slow.', False)
('The wolf attacks the squirrel.', 'Charlie is slow.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The squirrel is nice.', 'Erin is kind.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The snake is big.', 'is big.', False)
('The snake is big.', 'is big.', False)
('The dog is lovely.', 'Fiona is nice.', False)
('The dog is lovely.', 'Fiona is quiet.', False)
('The bear needs the dog.', 'Erin is lazy.', False)
('The bear needs the dog.', 'Erin is lazy.', False)
('The rabbit is kind.', 'is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The lion is tired.', 'Erin is kind.', False)
('The lion is tired.', 'Erin is kind.', False)
('The falcon is awful.', 'Fiona is huge.', False)
('The falcon is awful.', 'Fiona is huge.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The lion attacks the dog.', 'Erin is attack.', False)
('The lion attacks the dog.', 'Erin is strong.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is slow.', False)
('The lion is tired.', 'Erin is lazy.', False)
('The lion is tired.', 'Erin is lazy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The rabbit is small.', 'is kind.', False)
('The rabbit is small.', 'Alan is kind.', False)
('The lion attacks the rabbit.', 'Erin is slow.', False)
('The lion attacks the rabbit.', 'Erin is slow.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The lion is angry.', 'Erin is slow.', False)
('The lion is angry.', 'Erin is sad.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The cheetah is strong.', 'Erin is strong.', False)
('The rabbit is adorable.', 'is smart.', False)
('The rabbit is adorable.', 'is smart.', False)
('The lion attacks the rabbit.', 'Erin is strong.', False)
('The lion attacks the rabbit.', 'Erin is strong.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The mouse is nice.', 'Erin is nice.', False)
('The dinosaur is reckless.', 'Erin is lazy.', False)
('The dinosaur is reckless.', 'Erin is lazy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The bear is heavy.', 'Erin is heavy.', False)
('The cat is adorable.', 'Erin is nice.', False)
('The cat is adorable.', 'Erin is nice.', False)
('The dinosaur sees the cat.', 'Erin is strong.', False)
('The dinosaur sees the cat.', 'Erin is strong.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The squirrel is quiet.', 'Fiona is quiet.', False)
('The lion is angry.', 'Erin is angry.', False)
('The lion is angry.', 'Erin is angry.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The wolf is heavy.', 'Fiona is heavy.', False)
('The mouse is lovely.', 'Erin is fur.', False)
('The mouse is lovely.', 'Erin is fur.', False)
('The lion visits the mouse.', 'Erin is visit.', False)
('The lion visits the mouse.', 'Erin is high.', False)
('The squirrel is round.', 'Erin is nice.', False)
('The squirrel is round.', 'Erin is nice.', False)
('The bald eagle is rough.', 'Erin is lazy.', False)
('The bald eagle is rough.', 'Erin is lazy.', False)
('The dinosaur is fierce.', 'Erin is huge.', False)
('The dinosaur is fierce.', 'Erin is high.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The dog is cute.', 'Fiona is cute.', False)
('The bald eagle attacks the dog.', 'Gary is strong.', False)
('The bald eagle attacks the dog.', 'Erin is strong.', False)
('The squirrel is round.', 'S is round.', False)
('The squirrel is round.', 'S is round.', False)
('The dinosaur is dull.', 'Erin is bad.', False)
('The dinosaur is dull.', 'Erin is bad.', False)
('The falcon is awful.', 'Fiona is huge.', False)
('The falcon is awful.', 'Fiona is huge.', False)
('The hamster is beautiful.', 'is round.', False)
('The hamster is beautiful.', 'is round.', False)
('The dinosaur visits the hamster.', 'Erin is visit visit', False)
('The dinosaur visits the hamster.', 'Erin is high.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The lion is strong.', 'Erin is fierce.', False)
('The rabbit is furry.', 'Alan is fur.', False)
('The rabbit is furry.', 'Erin is fur.', False)
('The dinosaur sees the rabbit.', 'Erin is lazy.', False)
('The dinosaur sees the rabbit.', 'Erin is lazy.', False)
('The squirrel is round.', 'S is round.', False)
('The squirrel is round.', 'S is round.', False)
('The wolf is dull.', 'is lazy.', False)
('The wolf is dull.', 'is lazy.', False)
('The leopard is awful.', 'Charlie is imperfect.', False)
('The leopard is awful.', 'Charlie is awful.', False)
('The hamster is lovely.', 'is fur.', False)
('The hamster is lovely.', 'is fur.', False)
('The wolf likes the hamster.', 'Fiona is strong.', False)
('The wolf likes the hamster.', 'Charlie is strong.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The snake is lazy.', 'is lazy.', False)
('The snake is lazy.', 'is lazy.', False)
('The dinosaur is awful.', 'Erin is awful.', False)
('The dinosaur is awful.', 'Erin is awful.', False)
('The squirrel is beautiful.', 'Fiona is nice.', False)
('The squirrel is beautiful.', 'Fiona is nice.', False)
('The snake needs the squirrel.', 'is bad.', False)
('The snake needs the squirrel.', 'is bad.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Fiona is round.', False)
('The wolf is tired.', 'is fierce.', False)
('The wolf is tired.', 'is fierce.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The mouse is funny.', 'Erin is funny.', False)
('The wolf attacks the mouse.', 'is fierce.', False)
('The wolf attacks the mouse.', 'is fierce.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The lion is reckless.', 'Erin is slow.', False)
('The lion is reckless.', 'Erin is slow.', False)
('The bear is fierce.', 'Erin is heavy.', False)
('The bear is fierce.', 'Erin is heavy.', False)
('The dog is adorable.', 'Fiona is smart.', False)
('The dog is adorable.', 'Fiona is smart.', False)
('The lion sees the dog.', 'Erin is heavy.', False)
('The lion sees the dog.', 'Erin is heavy.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The bald eagle is sleepy.', 'Erin is obese.', False)
('The bald eagle is sleepy.', 'Erin is obese.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'is fierce.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The bald eagle sees the mouse.', 'Charlie is obese.', False)
('The bald eagle sees the mouse.', 'Charlie is obese.', False)
('The cat is smart.', 'Erin is smart.', False)
('The cat is smart.', 'Erin is smart.', False)
('The bald eagle is boring.', 'Erin is slow.', False)
('The bald eagle is boring.', 'Erin is slow.', False)
('The dinosaur is heavy.', 'Erin is high.', False)
('The dinosaur is heavy.', 'Erin is high.', False)
('The dog is lovely.', 'Fiona is smart.', False)
('The dog is lovely.', 'Fiona is smart.', False)
('The bald eagle likes the dog.', 'Charlie is slow.', False)
('The bald eagle likes the dog.', 'Charlie is slow.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The dog is kind.', 'Fiona is kind.', False)
('The snake is lazy.', 'is lazy.', False)
('The snake is lazy.', 'is lazy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The squirrel is funny.', 'Fiona is funny.', False)
('The snake visits the squirrel.', 'is heavy.', False)
('The snake visits the squirrel.', 'is heavy.', False)
('The rabbit is quiet.', 'Fiona is quiet.', False)
('The rabbit is quiet.', 'Fiona is attack.', False)
('The bear is reckless.', 'Erin is bad.', False)
('The bear is reckless.', 'Erin is rough.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The bald eagle is big.', 'Erin is big.', False)
('The cat is furry.', 'Erin is quiet.', False)
('The cat is furry.', 'Erin is quiet.', False)
('The bear attacks the cat.', 'Erin is big.', False)
('The bear attacks the cat.', 'Erin is big.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The squirrel is quiet.', 'is quiet.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The snake is obese.', 'Erin is strong.', False)
('The snake is obese.', 'Erin is strong.', False)
('The mouse is funny.', 'Erin is quiet.', False)
('The mouse is funny.', 'Erin is quiet.', False)
('The cheetah sees the mouse.', 'Erin is strong.', False)
('The cheetah sees the mouse.', 'Erin is strong.', False)
('The hamster is round.', 'is round.', False)
('The hamster is round.', 'Erin is round.', False)
('The crocodile is sleepy.', 'Erin is poor.', False)
('The crocodile is sleepy.', 'Erin is poor.', False)
('The leopard is big.', 'Charlie is big.', False)
('The leopard is big.', 'Charlie is big.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The mouse is cute.', 'Erin is nice.', False)
('The crocodile needs the mouse.', 'Erin is poor.', False)
('The crocodile needs the mouse.', 'Erin is poor.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The dog is quiet.', 'Erin is quiet.', False)
('The crocodile is angry.', 'Erin is sad.', False)
('The crocodile is angry.', 'Erin is sad.', False)
('The cheetah is strong.', 'Erin is bad.', False)
('The cheetah is strong.', 'Erin is bad.', False)
('The squirrel is small.', 'is quiet.', False)
('The squirrel is small.', 'is quiet.', False)
('The crocodile visits the squirrel.', 'Erin is lazy.', False)
('The crocodile visits the squirrel.', 'Erin is lazy.', False)
('The hamster is nice.', 'Erin is funny.', False)
('The hamster is nice.', 'Erin is funny.', False)
('The cheetah is dull.', 'Erin is funny.', False)
('The cheetah is dull.', 'Erin is funny.', False)
('The falcon is heavy.', 'Fiona is bad.', False)
('The falcon is heavy.', 'Fiona is bad.', False)
('The rabbit is funny.', 'is funny.', False)
('The rabbit is funny.', 'is funny.', False)
('The cheetah likes the rabbit.', 'Erin is dull.', False)
('The cheetah likes the rabbit.', 'Erin is dull.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The rabbit is kind.', 'Alan is kind.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The crocodile is slow.', 'Erin is slow.', False)
('The bald eagle is awful.', 'Alan is obese.', False)
('The bald eagle is awful.', 'Charlie is obese.', False)
('The squirrel is furry.', 'Erin is kind.', False)
('The squirrel is furry.', 'Fiona is kind.', False)
('The crocodile visits the squirrel.', 'Erin is visit is visit.', False)
('The crocodile visits the squirrel.', 'Erin is visit is visit.', False)
('The dog is quiet.', 'Fiona is bad.', False)
('The dog is quiet.', 'Fiona is bad.', False)
('The wolf is angry.', 'is imperfect.', False)
('The wolf is angry.', 'is imperfect.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The tiger is heavy.', 'Erin is heavy.', False)
('The rabbit is beautiful.', 'is quiet.', False)
('The rabbit is beautiful.', 'is quiet.', False)
('The wolf chases the rabbit.', 'is bad.', False)
('The wolf chases the rabbit.', 'is bad.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Erin is round.', False)
('The bald eagle is boring.', 'Erin is bad.', False)
('The bald eagle is boring.', 'Erin is bad.', False)
('The bear is strong.', 'Charlie is obese.', False)
('The bear is strong.', 'Charlie is obese.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The squirrel is cute.', 'Fiona is nice.', False)
('The bald eagle sees the squirrel.', 'Charlie is strong.', False)
('The bald eagle sees the squirrel.', 'Charlie is strong.', False)
('The cat is round.', 'Erin is round.', False)
('The cat is round.', 'Erin is round.', False)
('The snake is dull.', 'is slow.', False)
('The snake is dull.', 'is slow.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The rabbit is beautiful.', 'Erin is nice.', False)
('The snake likes the rabbit.', 'is visits high.', False)
('The snake likes the rabbit.', 'Erin is visits heavy.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The snake is reckless.', 'is bad.', False)
('The snake is reckless.', 'is bad.', False)
('The leopard is strong.', 'Charlie is slow.', False)
('The leopard is strong.', 'Charlie is slow.', False)
('The squirrel is beautiful.', 'Erin is nice.', False)
('The squirrel is beautiful.', 'Erin is nice.', False)
('The snake attacks the squirrel.', 'is slow.', False)
('The snake attacks the squirrel.', 'is slow.', False)
('The squirrel is kind.', 'is kind.', False)
('The squirrel is kind.', 'is kind.', False)
('The lion is boring.', 'Erin is reckless.', False)
('The lion is boring.', 'Erin is reckless.', False)
('The leopard is big.', 'Charlie is bad.', False)
('The leopard is big.', 'Charlie is bad.', False)
('The hamster is furry.', 'is kind.', False)
('The hamster is furry.', 'is kind.', False)
('The lion chases the hamster.', 'Erin is slow.', False)
('The lion chases the hamster.', 'Erin is slow.', False)
('The dog is round.', 'Fiona is round.', False)
('The dog is round.', 'Erin is round.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The bear is angry.', 'Erin is lazy.', False)
('The tiger is big.', 'Erin is big.', False)
('The tiger is big.', 'Erin is big.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The mouse is cute.', 'Erin is cute.', False)
('The bear likes the mouse.', 'Erin is bad.', False)
('The bear likes the mouse.', 'Erin is bad.', False)
('The hamster is nice.', 'Erin is nice.', False)
('The hamster is nice.', 'Erin is nice.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The cheetah is lazy.', 'Erin is lazy.', False)
('The bear is obese.', 'Erin is heavy.', False)
('The bear is obese.', 'Erin is heavy.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The squirrel is furry.', 'Erin is fur.', False)
('The cheetah chases the squirrel.', 'Erin is sad.', False)
('The cheetah chases the squirrel.', 'Erin is sad.', False)
('The dog is smart.', 'Erin is smart.', False)
('The dog is smart.', 'Erin is smart.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The tiger is lazy.', 'Erin is lazy.', False)
('The crocodile is big.', 'Erin is strong.', False)
('The crocodile is big.', 'Erin is strong.', False)
('The rabbit is funny.', 'Fiona is smart.', False)
('The rabbit is funny.', 'Fiona is smart.', False)
('The tiger visits the rabbit.', 'Erin is slow.', False)
('The tiger visits the rabbit.', 'Erin is slow.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The mouse is smart.', 'Erin is smart.', False)
('The wolf is rough.', 'is rough.', False)
('The wolf is rough.', 'is rough.', False)
('The crocodile is big.', 'Cro is slow.', False)
('The crocodile is big.', 'Cro is slow.', False)
('The squirrel is funny.', 'is smart.', False)
('The squirrel is funny.', 'is smart.', False)
('The wolf sees the squirrel.', 'is slow.', False)
('The wolf sees the squirrel.', 'is slow.', False)
('The hamster is nice.', 'is smart.', False)
('The hamster is nice.', 'Erin is smart.', False)
('The wolf is lazy.', 'is lazy.', False)
('The wolf is lazy.', 'is lazy.', False)
('The bear is awful.', 'Erin is lazy.', False)
('The bear is awful.', 'Erin is lazy.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The wolf chases the mouse.', 'is chase.', False)
('The wolf chases the mouse.', 'is chase.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The bear is slow.', 'Erin is quiet.', False)
('The bear is slow.', 'Erin is quiet.', False)
('The wolf is fierce.', 'is fierce.', False)
('The wolf is fierce.', 'is fierce.', False)
('The hamster is cute.', 'is sad.', False)
('The hamster is cute.', 'is sad.', False)
('The bear visits the hamster.', 'Erin is lazy.', False)
('The bear visits the hamster.', 'Erin is lazy.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The wolf is lazy.', 'is lazy.', False)
('The wolf is lazy.', 'is lazy.', False)
('The bear is awful.', 'Erin is awful.', False)
('The bear is awful.', 'Erin is awful.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The wolf attacks the mouse.', 'Fiona is sad.', False)
('The wolf attacks the mouse.', 'Fiona is sad.', False)
('The squirrel is nice.', 'is poor.', False)
('The squirrel is nice.', 'Erin is clever.', False)
('The dinosaur is angry.', 'Erin is lazy.', False)
('The dinosaur is angry.', 'Erin is lazy.', False)
('The lion is awful.', 'Erin is bad.', False)
('The lion is awful.', 'Erin is bad.', False)
('The rabbit is lovely.', 'Alan is small.', False)
('The rabbit is lovely.', 'Alan is small.', False)
('The dinosaur likes the rabbit.', 'Erin is strong.', False)
('The dinosaur likes the rabbit.', 'Erin is strong.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The mouse is quiet.', 'Erin is quiet.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The crocodile is big.', 'Erin is big.', False)
('The crocodile is big.', 'Erin is big.', False)
('The squirrel is furry.', 'Fiona is quiet.', False)
('The squirrel is furry.', 'Fiona is quiet.', False)
('The bear sees the squirrel.', 'Erin is big.', False)
('The bear sees the squirrel.', 'Erin is big.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The wolf is tired.', 'Erin is tired.', False)
('The wolf is tired.', 'Erin is tired.', False)
('The tiger is fierce.', 'Erin is tired.', False)
('The tiger is fierce.', 'Erin is tired.', False)
('The hamster is adorable.', 'is kind.', False)
('The hamster is adorable.', 'is kind.', False)
('The wolf needs the hamster.', 'is tired.', False)
('The wolf needs the hamster.', 'is tired.', False)
('The squirrel is nice.', 'is nice.', False)
('The squirrel is nice.', 'Erin is nice.', False)
('The leopard is slow.', 'Charlie is nice.', False)
('The leopard is slow.', 'Erin is nice.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The leopard attacks the mouse.', 'Charlie is attacks.', False)
('The leopard attacks the mouse.', 'Charlie is attacks.', False)
('The rabbit is round.', 'is round.', False)
('The rabbit is round.', 'Alan is round.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The falcon is reckless.', 'Fiona is lazy.', False)
('The tiger is awful.', 'Erin is bad.', False)
('The tiger is awful.', 'Erin is bad.', False)
('The hamster is adorable.', 'is tiny.', False)
('The hamster is adorable.', 'is cute.', False)
('The falcon needs the hamster.', 'Fiona is need need strong.', False)
('The falcon needs the hamster.', 'Fiona is strong.', False)
('The squirrel is kind.', 'Charlie is kind.', False)
('The squirrel is kind.', 'Charlie is kind.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The bald eagle is awful.', 'Erin is fierce.', False)
('The bald eagle is awful.', 'Erin is fierce.', False)
('The cat is beautiful.', 'Erin is kind.', False)
('The cat is beautiful.', 'Erin is kind.', False)
('The wolf chases the cat.', 'is sad.', False)
('The wolf chases the cat.', 'is sad.', False)
('The hamster is kind.', 'is kind.', False)
('The hamster is kind.', 'is kind.', False)
('The wolf is boring.', 'is reckless.', False)
('The wolf is boring.', 'is reckless.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The dinosaur is big.', 'Erin is big.', False)
('The mouse is small.', 'Erin is kind.', False)
('The mouse is small.', 'Erin is kind.', False)
('The wolf needs the mouse.', 'Fiona is need need poor.', False)
('The wolf needs the mouse.', 'is need.', False)
('The squirrel is kind.', 'Erin is kind.', False)
