('Fiona is high.', 'The lion is lion is lion is lion is lion is lio', False)
('Anne is short.', 'The lion is slow.', False)
('Gary is wealthy.', 'The bald eagle is kind.', False)
('Gary is wealthy.', 'The bald eagle is kind.', False)
('Fiona is sad.', 'The ficon is dull.', False)
('Fiona is sad.', 'The ficon is dull.', False)
('Anne is huge.', 'The lion is big.', False)
('Anne is huge.', 'The lion is big.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Dave is poor.', 'The dinosaur is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Erin is strong.', 'The bald eagle is strong.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Harry is high.', 'The lion is strong.', False)
('Harry is high.', 'The lion is strong.', False)
('Fiona is thin.', 'The ficon is thin.', False)
('Fiona is thin.', 'The lion is thin.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Fiona is huge.', 'The lion is high.', False)
('Fiona is huge.', 'The lion is high.', False)
('Harry is small.', 'The lion is small.', False)
('Harry is small.', 'The lion is small.', False)
('Erin is clever.', 'The bald eagle is kind.', False)
('Erin is clever.', 'The lion is kind.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Fiona is clever.', 'The lion is nice.', False)
('Fiona is clever.', 'The lion is nice.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Charlie is huge.', 'The Charlie is heavy.', False)
('Charlie is huge.', 'The Charlie is high.', False)
('Erin is tiny.', 'The lion is slow.', False)
('Erin is tiny.', 'The lion is slow.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The Bob is big.', False)
('Erin is little.', 'The lion is small.', False)
('Erin is little.', 'The lion is small.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Anne is imperfect.', 'The lion is imperfect.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Gary is short.', 'The bald eagle is small.', False)
('Harry is smart.', 'The lion is smart.', False)
('Harry is smart.', 'The lion is smart.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Anne is small.', 'The lion is small.', False)
('Anne is small.', 'The lion is small.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Harry is quiet.', 'The Harry is quiet.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Bob is big.', 'The bear is big.', False)
('Bob is big.', 'The bear is big.', False)
('Gary is little.', 'The bald eagle is eagle is eagl', False)
('Gary is little.', 'The bald eagle is eagle is eagl', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The ficon is wealthy.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Erin is rough.', 'The bald eagle is rough.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Fiona is kind.', 'The ficon is kind.', False)
('Fiona is kind.', 'The ficon is kind.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
