('Fiona is big.', 'The lion is poor.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Dave is nice.', 'The Dave is small.', False)
('Dave is nice.', 'The Dave is small.', False)
('Charlie is poor.', 'The Charlie is small.', False)
('Charlie is poor.', 'The Charlie is small.', False)
('Fiona is strong.', 'The lion is smart.', False)
('Fiona is strong.', 'The lion is smart.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is small.', False)
('Gary is kind.', 'The dog is sad.', False)
('Gary is kind.', 'The dog is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Erin is strong.', 'The lion is small.', False)
('Erin is strong.', 'The lion is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Harry is smart.', 'The Harry is sad.', False)
('Harry is smart.', 'The Harry is sad.', False)
('Bob is imperfect.', 'The dog is small.', False)
('Bob is imperfect.', 'The dog is small.', False)
('Dave is heavy.', 'The Dave is smart.', False)
('Dave is heavy.', 'The Dave is smart.', False)
('Fiona is short.', 'The lion is smart.', False)
('Fiona is short.', 'The falcon is smart.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Charlie is quiet.', 'The Charlie is poor.', False)
('Alan is dull.', 'The Alan is rough.', False)
('Alan is dull.', 'The Alan is smart.', False)
('Fiona is big.', 'The lion is sad.', False)
('Fiona is big.', 'The falcon is sad.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Erin is smart.', 'The lion is small.', False)
('Alan is sad.', 'The Alan is rough.', False)
('Alan is sad.', 'The Alan is rough.', False)
('Erin is heavy.', 'The lion is small.', False)
('Erin is heavy.', 'The lion is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Gary is nice.', 'The dog is poor.', False)
('Gary is nice.', 'The dog is poor.', False)
('Harry is bad.', 'The Harry is small.', False)
('Harry is bad.', 'The Harry is small.', False)
('Alan is big.', 'The Alan is sad.', False)
('Alan is big.', 'The Alan is sad.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Harry is nice.', 'The Harry is small.', False)
('Harry is nice.', 'The Harry is small.', False)
('Erin is sad.', 'The lion is small.', False)
('Erin is sad.', 'The rabbit is small.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The lion is smart.', False)
('Erin is thin.', 'The lion is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Alan is imperfect.', 'The Alan is smart.', False)
('Alan is imperfect.', 'The Alan is smart.', False)
('Fiona is big.', 'The falcon is nice.', False)
('Fiona is big.', 'The falcon is nice.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Alan is quiet.', 'The Alan is poor.', False)
('Alan is quiet.', 'The Alan is poor.', False)
('Bob is dull.', 'Thebob is poor.', False)
('Bob is dull.', 'Thebob is poor.', False)
('Charlie is high.', 'The Charlie is smart.', False)
('Charlie is high.', 'The Charlie is smart.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Harry is clever.', 'The Harry is poor.', False)
('Harry is clever.', 'The Harry is poor.', False)
('Anne is imperfect.', 'The bald eagle is poor.', False)
('Anne is imperfect.', 'The bald eagle is poor.', False)
('Fiona is high.', 'The lion is small.', False)
('Fiona is high.', 'The lion is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Bob is wealthy.', 'The dog is poor.', False)
('Bob is wealthy.', 'The dog is poor.', False)
('Harry is imperfect.', 'The Harry is poor.', False)
('Harry is imperfect.', 'The Harry is poor.', False)
('Anne is heavy.', 'The bald eagle is small.', False)
('Anne is heavy.', 'The bald eagle is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Bob is wealthy.', 'The dog is poor.', False)
('Bob is wealthy.', 'The dog is poor.', False)
('Gary is dull.', 'The dog is small.', False)
('Gary is dull.', 'The dog is poor.', False)
('Bob is huge.', 'Thebob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Dave is short.', 'The Dave is sad.', False)
('Dave is short.', 'The dog is sad.', False)
('Alan is wealthy.', 'The Alan is sad.', False)
('Alan is wealthy.', 'The Alan is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Charlie is dull.', 'The Charlie is sad.', False)
('Dave is high.', 'The Dave is sad.', False)
('Dave is high.', 'The Dave is sad.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Anne is quiet.', 'The bald eagle is smart.', False)
('Anne is quiet.', 'The bald eagle is smart.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Bob is high.', 'The Bob is high.', False)
('Bob is high.', 'Thebob is high.', False)
('Erin is short.', 'The lion is rough.', False)
('Erin is short.', 'The lion is poor.', False)
('Dave is wealthy.', 'The Dave is poor.', False)
('Dave is wealthy.', 'The dog is poor.', False)
('Fiona is imperfect.', 'The lion is poor.', False)
('Fiona is imperfect.', 'The falcon is poor.', False)
('Bob is heavy.', 'Thebob is small.', False)
('Bob is heavy.', 'Thebob is small.', False)
('Charlie is small.', 'The Charlie is poor.', False)
('Charlie is small.', 'The Charlie is poor.', False)
('Erin is clever.', 'The lion is poor.', False)
('Erin is clever.', 'The lion is poor.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The dog is sad.', False)
('Erin is big.', 'The lion is sad.', False)
('Erin is big.', 'The lion is sad.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Harry is wealthy.', 'The Harry is nice.', False)
('Alan is sad.', 'The Alan is small.', False)
('Alan is sad.', 'The Alan is small.', False)
('Dave is high.', 'The Dave is sad.', False)
('Dave is high.', 'The Dave is sad.', False)
('Erin is small.', 'The rabbit is sad.', False)
('Erin is small.', 'The rabbit is sad.', False)
('Bob is wealthy.', 'Thebob is nice.', False)
('Bob is wealthy.', 'Thebob is nice.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Harry is strong.', 'The Harry is imperfect.', False)
('Harry is strong.', 'The Harry is imperfect.', False)
('Charlie is short.', 'The Charlie is rough.', False)
('Charlie is short.', 'The Charlie is rough.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Alan is clever.', 'The Alan is smart.', False)
('Dave is imperfect.', 'The Dave is rough.', False)
('Dave is imperfect.', 'The dog is smart.', False)
('Gary is high.', 'The Gary is bad.', False)
('Gary is high.', 'The dog is bad.', False)
('Bob is little.', 'The Bob is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Fiona is kind.', 'The lion is small.', False)
('Fiona is kind.', 'The lion is big.', False)
('Anne is bad.', 'The bald eagle is big.', False)
('Anne is bad.', 'The bald eagle is small.', False)
('Bob is high.', 'Thebob is bad.', False)
('Bob is high.', 'Thebob is bad.', False)
('Harry is tiny.', 'The lion is big.', False)
('Harry is tiny.', 'The Harry is big.', False)
('Dave is kind.', 'The Dave is smart.', False)
('Dave is kind.', 'The Dave is smart.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Anne is bad.', 'The bald eagle is awful.', False)
('Harry is huge.', 'The Harry is small.', False)
('Harry is huge.', 'The Harry is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Bob is nice.', 'The Bob is nice.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Bob is huge.', 'The dog is big.', False)
('Bob is huge.', 'The dog is big.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Anne is clever.', 'The bald eagle is sad.', False)
('Anne is clever.', 'The bald eagle is sad.', False)
('Dave is poor.', 'The Dave is smart.', False)
('Dave is poor.', 'The dog is smart.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Alan is heavy.', 'The Alan is big.', False)
('Bob is thin.', 'The Bob is nice.', False)
('Bob is thin.', 'Thebob is nice.', False)
('Harry is kind.', 'The Harry is nice.', False)
('Harry is kind.', 'The Harry is big.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Erin is bad.', 'The bald eagle is bad.', False)
('Alan is high.', 'The Alan is sad.', False)
('Alan is high.', 'The Alan is sad.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Anne is nice.', 'The bald eagle is small.', False)
('Anne is nice.', 'The bald eagle is small.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Erin is nice.', 'The lion is poor.', False)
('Erin is nice.', 'The lion is poor.', False)
('Fiona is rough.', 'The lion is poor.', False)
('Fiona is rough.', 'The falcon is poor.', False)
('Harry is strong.', 'The Harry is sad.', False)
('Harry is strong.', 'The Harry is sad.', False)
('Dave is thin.', 'The Dave is small.', False)
('Dave is thin.', 'The Dave is small.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Harry is huge.', 'The Harry is bad.', False)
('Harry is huge.', 'The Harry is bad.', False)
('Erin is little.', 'The lion is small.', False)
('Erin is little.', 'The lion is small.', False)
('Fiona is quiet.', 'The lion is poor.', False)
('Fiona is quiet.', 'The lion is poor.', False)
('Bob is bad.', 'Thebob is rough.', False)
('Bob is bad.', 'Thebob is poor.', False)
('Charlie is strong.', 'The Charlie is big.', False)
('Charlie is strong.', 'The Charlie is big.', False)
('Bob is thin.', 'The dog is small.', False)
('Bob is thin.', 'Thebob is small.', False)
('Fiona is kind.', 'The lion is smart.', False)
('Fiona is kind.', 'The falcon is smart.', False)
('Anne is bad.', 'The bald eagle is smart.', False)
('Anne is bad.', 'The bald eagle is small.', False)
('Fiona is strong.', 'The lion is big.', False)
('Fiona is strong.', 'The lion is big.', False)
('Bob is little.', 'Thebob is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Alan is clever.', 'The Alan is small.', False)
('Alan is clever.', 'The Alan is small.', False)
('Harry is rough.', 'The lion is poor.', False)
('Harry is rough.', 'The Harry is poor.', False)
('Fiona is strong.', 'The lion is poor.', False)
('Fiona is strong.', 'The lion is poor.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Charlie is clever.', 'The Charlie is sad.', False)
('Charlie is clever.', 'The Charlie is sad.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is rough.', False)
('Bob is high.', 'The Bob is sad.', False)
('Bob is high.', 'The Bob is sad.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Erin is quiet.', 'The lion is poor.', False)
('Erin is quiet.', 'The lion is poor.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Bob is tiny.', 'The dog is rough.', False)
('Bob is tiny.', 'The dog is rough.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Charlie is wealthy.', 'The Charlie is poor.', False)
('Fiona is bad.', 'The lion is bad.', False)
('Fiona is bad.', 'The falcon is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Charlie is thin.', 'The Charlie is big.', False)
('Charlie is thin.', 'The Charlie is big.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'Thebob is kind.', False)
('Fiona is imperfect.', 'The lion is big.', False)
('Fiona is imperfect.', 'The falcon is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Alan is quiet.', 'The Alan is small.', False)
('Alan is quiet.', 'The Alan is small.', False)
('Gary is bad.', 'The dog is sad.', False)
('Gary is bad.', 'The dog is sad.', False)
('Charlie is heavy.', 'The Charlie is small.', False)
('Charlie is heavy.', 'The Charlie is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Bob is rough.', 'The dog is small.', False)
('Bob is rough.', 'The dog is small.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Charlie is short.', 'The Charlie is big.', False)
('Charlie is short.', 'The Charlie is big.', False)
('Fiona is nice.', 'The lion is slow.', False)
('Fiona is nice.', 'The lion is short.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Fiona is huge.', 'The lion is sad.', False)
('Fiona is huge.', 'The lion is sad.', False)
('Erin is tiny.', 'The rabbit is poor.', False)
('Erin is tiny.', 'The rabbit is poor.', False)
('Gary is quiet.', 'The dog is poor.', False)
('Gary is quiet.', 'The dog is poor.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Dave is heavy.', 'The Dave is small.', False)
('Alan is thin.', 'The Alan is sad.', False)
('Alan is thin.', 'The Alan is sad.', False)
('Erin is nice.', 'The lion is sad.', False)
('Erin is nice.', 'The lion is sad.', False)
('Gary is dull.', 'The dog is small.', False)
('Gary is dull.', 'The dog is small.', False)
('Dave is heavy.', 'The Dave is poor.', False)
('Dave is heavy.', 'The Dave is poor.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Alan is tiny.', 'The Alan is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Gary is huge.', 'The dog is small.', False)
('Gary is huge.', 'The dog is small.', False)
