('The squirrel is kind.', 'Fiona is bad.', False)
('The cat is smart.', 'Erin is kind.', False)
('The cheetah is reckless.', 'Erin is slow.', False)
('The cheetah is reckless.', 'Erin is slow.', False)
('The tiger is big.', 'Erin is fierce.', False)
('The tiger is big.', 'Erin is fierce.', False)
('The hamster is adorable.', 'is kind.', False)
('The hamster is adorable.', 'is kind.', False)
('The cheetah sees the hamster.', 'Erin is bad.', False)
('The cheetah sees the hamster.', 'Erin is bad.', False)
('The hamster is nice.', 'is smart.', False)
('The hamster is nice.', 'Erin is smart.', False)
('The bald eagle is reckless.', 'Alan is reckless.', False)
('The bald eagle is reckless.', 'Alan is reckless.', False)
('The cheetah is heavy.', 'Erin is reckless.', False)
('The cheetah is heavy.', 'Erin is reckless.', False)
('The squirrel is adorable.', 'Fiona is small.', False)
('The squirrel is adorable.', 'Fiona is small.', False)
('The bald eagle likes the squirrel.', 'Fiona is reckless.', False)
('The bald eagle likes the squirrel.', 'Erin is reckless.', False)
('The mouse is kind.', 'Erin is fierce.', False)
('The mouse is kind.', 'Erin is fierce.', False)
('The cheetah is angry.', 'Erin is fierce.', False)
('The cheetah is angry.', 'Erin is fierce.', False)
('The bald eagle is strong.', 'Alan is fierce.', False)
('The bald eagle is strong.', 'Charlie is fierce.', False)
('The cat is cute.', 'Erin is fierce.', False)
('The cat is cute.', 'Erin is fierce.', False)
('The cheetah attacks the cat.', 'Erin is fierce.', False)
('The cheetah attacks the cat.', 'Erin is fierce.', False)
('The dog is round.', 'Fiona is kind.', False)
('The dog is round.', 'Fiona is kind.', False)
('The wolf is reckless.', 'is fierce.', False)
('The wolf is reckless.', 'is fierce.', False)
('The dinosaur is heavy.', 'Erin is high.', False)
('The dinosaur is heavy.', 'Erin is fierce.', False)
('The mouse is funny.', 'Erin is fierce.', False)
('The mouse is funny.', 'Erin is fierce.', False)
('The wolf visits the mouse.', 'Fiona is bad.', False)
('The wolf visits the mouse.', 'Fiona is bad.', False)
('The dog is nice.', 'Fiona is small.', False)
('The dog is nice.', 'Fiona is poor.', False)
('The tiger is rough.', 'Erin is poor.', False)
('The tiger is rough.', 'Erin is poor.', False)
('The leopard is awful.', 'Charlie is sad.', False)
('The leopard is awful.', 'Charlie is sad.', False)
('The squirrel is furry.', 'Fiona is kind.', False)
('The squirrel is furry.', 'Fiona is kind.', False)
('The tiger sees the squirrel.', 'Erin is seeyy is see is see.', False)
('The tiger sees the squirrel.', 'Erin is strong.', False)
('The rabbit is kind.', 'Fiona is kind.', False)
('The rabbit is kind.', 'Erin is kind.', False)
('The snake is angry.', 'is chase.', False)
('The snake is angry.', 'Erin is chase.', False)
('The cheetah is big.', 'Erin is strong.', False)
('The cheetah is big.', 'Erin is strong.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The mouse is furry.', 'Erin is fur.', False)
('The snake sees the mouse.', 'Erin is strong.', False)
('The snake sees the mouse.', 'Erin is strong.', False)
('The hamster is kind.', 'Erin is slow.', False)
('The hamster is kind.', 'Erin is slow.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The crocodile is strong.', 'Erin is lazy.', False)
('The crocodile is strong.', 'Erin is lazy.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The dinosaur attacks the mouse.', 'Erin is lazy.', False)
('The dinosaur attacks the mouse.', 'Erin is lazy.', False)
('The hamster is smart.', 'Erin is reckless.', False)
('The hamster is smart.', 'Erin is reckless.', False)
('The dinosaur is dull.', 'Erin is rough.', False)
('The dinosaur is dull.', 'Erin is reckless.', False)
('The falcon is heavy.', 'Fiona is bad.', False)
('The falcon is heavy.', 'Fiona is bad.', False)
('The mouse is beautiful.', 'Erin is small.', False)
('The mouse is beautiful.', 'Erin is small.', False)
('The dinosaur visits the mouse.', 'Erin is visit.', False)
('The dinosaur visits the mouse.', 'Erin is visit.', False)
('The hamster is kind.', 'is obese.', False)
('The hamster is kind.', 'Erin is obese.', False)
('The lion is angry.', 'Erin is obese.', False)
('The lion is angry.', 'Erin is obese.', False)
('The falcon is awful.', 'Fiona is obese.', False)
('The falcon is awful.', 'Fiona is obese.', False)
('The cat is small.', 'Erin is kind.', False)
('The cat is small.', 'Erin is kind.', False)
('The lion visits the cat.', 'Erin is lazy.', False)
('The lion visits the cat.', 'Erin is lazy.', False)
('The rabbit is quiet.', 'Alan is slow.', False)
('The rabbit is quiet.', 'Alan is slow.', False)
('The tiger is rough.', 'Erin is slow.', False)
('The tiger is rough.', 'Erin is slow.', False)
('The bear is big.', 'Charlie is slow.', False)
('The bear is big.', 'Charlie is slow.', False)
('The squirrel is furry.', 'Charlie is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The tiger sees the squirrel.', 'Erin is slow.', False)
('The tiger sees the squirrel.', 'Erin is slow.', False)
('The rabbit is nice.', 'Fiona is lazy.', False)
('The rabbit is nice.', 'is lazy.', False)
('The falcon is sleepy.', 'Fiona is lazy.', False)
('The falcon is sleepy.', 'Fiona is lazy.', False)
('The lion is awful.', 'Erin is obese.', False)
('The lion is awful.', 'Erin is obese.', False)
('The dog is cute.', 'Fiona is lazy.', False)
('The dog is cute.', 'Fiona is lazy.', False)
('The falcon sees the dog.', 'Fiona is lazy.', False)
('The falcon sees the dog.', 'Fiona is lazy.', False)
('The hamster is nice.', 'is slow.', False)
('The hamster is nice.', 'is slow.', False)
('The crocodile is dull.', 'Erin is lazy.', False)
('The crocodile is dull.', 'Erin is lazy.', False)
('The snake is heavy.', 'Erin is slow.', False)
('The snake is heavy.', 'is slow.', False)
('The mouse is beautiful.', 'Erin is slow.', False)
('The mouse is beautiful.', 'Erin is slow.', False)
('The crocodile visits the mouse.', 'Erin is lazy.', False)
('The crocodile visits the mouse.', 'Erin is lazy.', False)
('The cat is quiet.', 'Erin is bad.', False)
('The cat is quiet.', 'Erin is bad.', False)
('The crocodile is angry.', 'Erin is obese.', False)
('The crocodile is angry.', 'Erin is obese.', False)
('The lion is obese.', 'Erin is bad.', False)
('The lion is obese.', 'Erin is imperfect.', False)
('The rabbit is cute.', 'Fiona is obese.', False)
('The rabbit is cute.', 'Fiona is obese.', False)
('The crocodile visits the rabbit.', 'Erin is high.', False)
('The crocodile visits the rabbit.', 'Erin is strong.', False)
('The cat is kind.', 'Charlie is slow.', False)
('The cat is kind.', 'Charlie is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The bear is obese.', 'Erin is obese.', False)
('The bear is obese.', 'Erin is obese.', False)
('The hamster is small.', 'is slow.', False)
('The hamster is small.', 'is slow.', False)
('The lion needs the hamster.', 'Erin is slow.', False)
('The lion needs the hamster.', 'Erin is slow.', False)
('The rabbit is kind.', 'Fiona is lazy.', False)
('The rabbit is kind.', 'Fiona is lazy.', False)
('The cheetah is tired.', 'Erin is lazy.', False)
('The cheetah is tired.', 'Erin is lazy.', False)
('The dinosaur is strong.', 'Erin is lazy.', False)
('The dinosaur is strong.', 'Erin is lazy.', False)
('The hamster is adorable.', 'is lazy.', False)
('The hamster is adorable.', 'is lazy.', False)
('The cheetah likes the hamster.', 'Erin is bad.', False)
('The cheetah likes the hamster.', 'Erin is bad.', False)
('The dog is quiet.', 'Fiona is kind.', False)
('The dog is quiet.', 'Erin is kind.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The tiger is heavy.', 'Erin is lazy.', False)
('The tiger is heavy.', 'Erin is lazy.', False)
('The cat is funny.', 'Cat is kind.', False)
('The cat is funny.', 'Erin is kind.', False)
('The falcon attacks the cat.', 'Fiona is lazy.', False)
('The falcon attacks the cat.', 'Fiona is lazy.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The lion is rough.', 'Erin is poor.', False)
('The lion is rough.', 'Erin is poor.', False)
('The snake is strong.', 'Erin is poor.', False)
('The snake is strong.', 'Erin is poor.', False)
('The hamster is lovely.', 'is fur.', False)
('The hamster is lovely.', 'is furona is fur.', False)
('The lion sees the hamster.', 'Erin is bad.', False)
('The lion sees the hamster.', 'Erin is bad.', False)
('The hamster is round.', 'is    is    is    is  ', False)
('The hamster is round.', 'is    is    is    is  ', False)
('The tiger is angry.', 'Erin is obese.', False)
('The tiger is angry.', 'Erin is obese.', False)
('The lion is big.', 'Fiona is obese.', False)
('The lion is big.', 'Erin is obese.', False)
('The cat is furry.', 'Erin is small.', False)
('The cat is furry.', 'Erin is small.', False)
('The tiger likes the cat.', 'Erin is obese.', False)
('The tiger likes the cat.', 'Erin is obese.', False)
('The mouse is quiet.', 'Erin is kind.', False)
('The mouse is quiet.', 'Erin is nice.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The cheetah is angry.', 'Erin is obese.', False)
('The bald eagle is obese.', 'Charlie is fierce.', False)
('The bald eagle is obese.', 'Charlie is fierce.', False)
('The squirrel is funny.', 'Fiona is obese.', False)
('The squirrel is funny.', 'Fiona is obese.', False)
('The cheetah sees the squirrel.', 'Erin is bad.', False)
('The cheetah sees the squirrel.', 'Erin is bad.', False)
('The mouse is round.', 'Erin is clever.', False)
('The mouse is round.', 'Erin is clever.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The dinosaur is obese.', 'Erin is slow.', False)
('The dinosaur is obese.', 'Erin is slow.', False)
('The squirrel is furry.', 'Fiona is bad.', False)
('The squirrel is furry.', 'Fiona is bad.', False)
('The tiger visits the squirrel.', 'Erin is slow.', False)
('The tiger visits the squirrel.', 'Erin is slow.', False)
('The cat is round.', 'Erin is lazy.', False)
('The cat is round.', 'Erin is lazy.', False)
('The crocodile is reckless.', 'Erin is lazy.', False)
('The crocodile is reckless.', 'Erin is lazy.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The rabbit is lovely.', 'Fiona is lazy.', False)
('The rabbit is lovely.', 'Fiona is lazy.', False)
('The crocodile needs the rabbit.', 'Cro is fierce.', False)
('The crocodile needs the rabbit.', 'Cro is fierce.', False)
('The cat is nice.', 'Charlie is fierce.', False)
('The cat is nice.', 'Cat is high.', False)
('The leopard is rough.', 'Charlie is fierce.', False)
('The leopard is rough.', 'Charlie is fierce.', False)
('The lion is big.', 'Erin is fierce.', False)
('The lion is big.', 'Erin is fierce.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The squirrel is furry.', 'Fiona is fur.', False)
('The leopard sees the squirrel.', 'Charlie is fierce.', False)
('The leopard sees the squirrel.', 'Charlie is fierce.', False)
('The dog is kind.', 'Fiona is clever.', False)
('The dog is kind.', 'Fiona is imperfect.', False)
('The tiger is tired.', 'Erin is imperfect.', False)
('The tiger is tired.', 'Erin is imperfect.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The mouse is funny.', 'Erin is fierce.', False)
('The mouse is funny.', 'Erin is fierce.', False)
('The tiger attacks the mouse.', 'Erin is fierce.', False)
('The tiger attacks the mouse.', 'Erin is fierce.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The squirrel is nice.', 'Fiona is kind.', False)
('The tiger is rough.', 'Erin is rough.', False)
('The tiger is rough.', 'Erin is bad.', False)
('The dinosaur is strong.', 'Erin is bad.', False)
('The dinosaur is strong.', 'Erin is bad.', False)
('The dog is funny.', 'Fiona is sad.', False)
('The dog is funny.', 'Fiona is sad.', False)
('The tiger visits the dog.', 'Erin is strong.', False)
('The tiger visits the dog.', 'Erin is strong.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The cheetah is heavy.', 'Erin is lazy.', False)
('The cheetah is heavy.', 'Erin is lazy.', False)
('The rabbit is small.', 'Fiona is  , is     is    an', False)
('The rabbit is small.', 'Fiona is     is     is   ', False)
('The lion attacks the rabbit.', 'Erin is slow.', False)
('The lion attacks the rabbit.', 'Erin is slow.', False)
('The squirrel is nice.', 'is lazy.', False)
('The squirrel is nice.', 'Fiona is lazy.', False)
('The bear is dull.', 'Erin is lazy.', False)
('The bear is dull.', 'Erin is lazy.', False)
('The snake is obese.', 'is fierce.', False)
('The snake is obese.', 'is fierce.', False)
('The hamster is lovely.', 'is lazy.', False)
('The hamster is lovely.', 'is lazy.', False)
('The bear attacks the hamster.', 'Erin is lazy.', False)
('The bear attacks the hamster.', 'Erin is lazy.', False)
('The cat is round.', 'Erin is slow.', False)
('The cat is round.', 'Erin is slow.', False)
('The dinosaur is rough.', 'Erin is slow.', False)
('The dinosaur is rough.', 'Erin is slow.', False)
('The bear is strong.', 'Erin is slow.', False)
('The bear is strong.', 'Erin is slow.', False)
('The hamster is beautiful.', 'is slow.', False)
('The hamster is beautiful.', 'Erin is slow.', False)
('The dinosaur attacks the hamster.', 'Erin is slow.', False)
('The dinosaur attacks the hamster.', 'Erin is slow.', False)
('The squirrel is nice.', 'Fiona is fur.', False)
('The squirrel is nice.', 'Fiona is fur.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The wolf is awful.', 'Charlie is bad.', False)
('The wolf is awful.', 'Charlie is bad.', False)
('The hamster is furry.', 'is reckless.', False)
('The hamster is furry.', 'is reckless.', False)
('The lion attacks the hamster.', 'Erin is attacks.', False)
('The lion attacks the hamster.', 'Erin is attacks.', False)
('The squirrel is quiet.', 'Fiona is fierce.', False)
('The squirrel is quiet.', 'Fiona is fierce.', False)
('The leopard is angry.', 'Charlie is bad.', False)
('The leopard is angry.', 'Charlie is bad.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The dog is cute.', 'Fiona is strong.', False)
('The dog is cute.', 'Fiona is  smart.', False)
('The leopard sees the dog.', 'Charlie is reckless.', False)
('The leopard sees the dog.', 'Charlie is reckless.', False)
('The rabbit is round.', 'is clever.', False)
('The rabbit is round.', 'Alan is clever.', False)
('The bald eagle is tired.', 'Alan is fierce.', False)
('The bald eagle is tired.', 'Alan is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The bear is fierce.', 'Erin is fierce.', False)
('The squirrel is lovely.', 'Fiona is clever.', False)
('The squirrel is lovely.', 'Fiona is clever.', False)
('The bald eagle chases the squirrel.', 'Charlie is fierce.', False)
('The bald eagle chases the squirrel.', 'Charlie is fierce.', False)
('The rabbit is quiet.', 'Alan is clever.', False)
('The rabbit is quiet.', 'Alan is clever.', False)
('The snake is boring.', 'Erin is bad.', False)
('The snake is boring.', 'Erin is bad.', False)
('The wolf is strong.', 'Charlie is fierce.', False)
('The wolf is strong.', 'Charlie is fierce.', False)
('The dog is adorable.', 'Charlie is small.', False)
('The dog is adorable.', 'Charlie is small.', False)
('The snake chases the dog.', 'is fierce.', False)
('The snake chases the dog.', 'Erin is fierce.', False)
('The hamster is round.', 'is slow.', False)
('The hamster is round.', 'is slow.', False)
('The falcon is boring.', 'Fiona is slow.', False)
('The falcon is boring.', 'Fiona is slow.', False)
('The cheetah is obese.', 'Erin is slow.', False)
('The cheetah is obese.', 'Erin is slow.', False)
('The squirrel is lovely.', 'Fiona is slow.', False)
('The squirrel is lovely.', 'Fiona is slow.', False)
('The falcon chases the squirrel.', 'Fiona is slow.', False)
('The falcon chases the squirrel.', 'Fiona is slow.', False)
('The dog is smart.', 'Fiona is lazy.', False)
('The dog is smart.', 'Fiona is lazy.', False)
('The bald eagle is dull.', 'Alan is lazy.', False)
('The bald eagle is dull.', 'Charlie is lazy.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The mouse is cute.', 'Erin is lazy.', False)
('The mouse is cute.', 'Erin is lazy.', False)
('The bald eagle needs the mouse.', 'Alan is bad.', False)
('The bald eagle needs the mouse.', 'Charlie is lazy.', False)
('The squirrel is kind.', 'Fiona is lazy.', False)
('The squirrel is kind.', 'Erin is lazy.', False)
('The bear is tired.', 'Erin is lazy.', False)
('The bear is tired.', 'Erin is lazy.', False)
('The falcon is heavy.', 'Fiona is lazy.', False)
('The falcon is heavy.', 'Fiona is lazy.', False)
('The mouse is small.', 'Erin is lazy.', False)
('The mouse is small.', 'Erin is lazy.', False)
('The bear attacks the mouse.', 'Fiona is lazy.', False)
('The bear attacks the mouse.', 'Fiona is lazy.', False)
('The cat is round.', 'Erin is kind.', False)
('The cat is round.', 'Erin is kind.', False)
('The lion is dull.', 'Erin is obese.', False)
('The lion is dull.', 'Erin is obese.', False)
('The snake is strong.', 'is obese.', False)
('The snake is strong.', 'is obese.', False)
('The squirrel is cute.', 'Fiona is obese.', False)
('The squirrel is cute.', 'Fiona is obese.', False)
('The lion needs the squirrel.', 'Erin is big.', False)
('The lion needs the squirrel.', 'Erin is big.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The mouse is nice.', 'Erin is smart.', False)
('The snake is reckless.', 'Erin is obese.', False)
('The snake is reckless.', 'Erin is obese.', False)
('The leopard is heavy.', 'Charlie is slow.', False)
('The leopard is heavy.', 'Charlie is slow.', False)
('The hamster is beautiful.', 'is smart.', False)
('The hamster is beautiful.', 'is smart.', False)
('The snake sees the hamster.', 'is slow.', False)
('The snake sees the hamster.', 'is slow.', False)
('The squirrel is kind.', 'is kind.', False)
('The squirrel is kind.', 'is kind.', False)
('The falcon is boring.', 'Fiona is fierce.', False)
('The falcon is boring.', 'Fiona is fierce.', False)
('The leopard is heavy.', 'Charlie is fierce.', False)
('The leopard is heavy.', 'Charlie is fierce.', False)
('The dog is furry.', 'Fiona is kind.', False)
('The dog is furry.', 'Fiona is kind.', False)
('The falcon likes the dog.', 'Fiona is fierce.', False)
('The falcon likes the dog.', 'Fiona is fierce.', False)
('The rabbit is round.', 'is smart.', False)
('The rabbit is round.', 'Alan is smart.', False)
('The tiger is angry.', 'Erin is sad.', False)
('The tiger is angry.', 'Erin is sad.', False)
('The cheetah is fierce.', 'Erin is bad.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The hamster is beautiful.', 'Erin is small.', False)
('The hamster is beautiful.', 'Erin is small.', False)
('The tiger sees the hamster.', 'Erin is reckless.', False)
('The tiger sees the hamster.', 'Erin is reckless.', False)
('The hamster is round.', 'is kind.', False)
('The hamster is round.', 'is kind.', False)
('The wolf is slow.', 'is slow.', False)
('The wolf is slow.', 'is slow.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The lion is fierce.', 'Erin is fierce.', False)
('The dog is cute.', 'Fiona is slow.', False)
('The dog is cute.', 'Fiona is slow.', False)
('The wolf sees the dog.', 'Charlie is fierce.', False)
('The wolf sees the dog.', 'Charlie is fierce.', False)
('The hamster is nice.', 'is nice.', False)
('The hamster is nice.', 'is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is lazy.', False)
('The mouse is furry.', 'Erin is lazy.', False)
('The mouse is furry.', 'Erin is lazy.', False)
('The tiger likes the mouse.', 'Erin is lazy.', False)
('The tiger likes the mouse.', 'Erin is lazy.', False)
('The dog is smart.', 'Fiona is clever.', False)
('The dog is smart.', 'Fiona is  reckless.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The crocodile is lazy.', 'Erin is lazy.', False)
('The snake is obese.', 'Erin is sad.', False)
('The snake is obese.', 'Erin is sad.', False)
('The rabbit is adorable.', 'Fiona is small.', False)
('The rabbit is adorable.', 'is small.', False)
('The crocodile chases the rabbit.', 'Cro is slow.', False)
('The crocodile chases the rabbit.', 'Cro is slow.', False)
('The dog is nice.', 'Fiona is smart.', False)
('The dog is nice.', 'Fiona is smart.', False)
('The leopard is boring.', 'Charlie is slow.', False)
('The leopard is boring.', 'Charlie is slow.', False)
('The cheetah is obese.', 'Erin is slow.', False)
('The cheetah is obese.', 'Erin is slow.', False)
('The squirrel is adorable.', 'Fiona is slow.', False)
('The squirrel is adorable.', 'is slow.', False)
('The leopard sees the squirrel.', 'Charlie is reckless.', False)
('The leopard sees the squirrel.', 'Charlie is reckless.', False)
('The hamster is quiet.', 'is lazy.', False)
('The hamster is quiet.', 'Erin is lazy.', False)
('The bear is sleepy.', 'Erin is lazy.', False)
('The bear is sleepy.', 'Erin is lazy.', False)
('The bald eagle is big.', 'Alan is lazy.', False)
('The bald eagle is big.', 'Alan is lazy.', False)
('The mouse is cute.', 'Erin is lazy.', False)
('The mouse is cute.', 'Erin is lazy.', False)
('The bear visits the mouse.', 'Erin is lazy.', False)
('The bear visits the mouse.', 'Erin is lazy.', False)
('The rabbit is kind.', 'Alan is lazy.', False)
('The rabbit is kind.', 'is lazy.', False)
('The bald eagle is boring.', 'Charlie is lazy.', False)
('The bald eagle is boring.', 'Charlie is lazy.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The leopard is strong.', 'Charlie is strong.', False)
('The squirrel is furry.', 'Fiona is lazy.', False)
('The squirrel is furry.', 'Fiona is lazy.', False)
('The bald eagle attacks the squirrel.', 'Charlie is lazy.', False)
('The bald eagle attacks the squirrel.', 'Charlie is lazy.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The tiger is angry.', 'Erin is lazy.', False)
('The dinosaur is awful.', 'Erin is obese.', False)
('The dinosaur is awful.', 'Erin is obese.', False)
('The hamster is beautiful.', 'is small.', False)
('The hamster is beautiful.', 'is small.', False)
('The tiger attacks the hamster.', 'Erin is obese.', False)
('The tiger attacks the hamster.', 'Erin is obese.', False)
('The hamster is quiet.', 'is clever.', False)
('The hamster is quiet.', 'Erin is clever.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The snake is heavy.', 'Erin is slow.', False)
('The snake is heavy.', 'Erin is slow.', False)
('The rabbit is lovely.', 'Fiona is fierce.', False)
('The rabbit is lovely.', 'Fiona is clever.', False)
('The cheetah chases the rabbit.', 'Erin is strong.', False)
('The cheetah chases the rabbit.', 'Erin is strong.', False)
('The rabbit is nice.', 'Fiona is kind.', False)
('The rabbit is nice.', 'Fiona is kind.', False)
('The falcon is angry.', 'Fiona is bad.', False)
('The falcon is angry.', 'Fiona is bad.', False)
('The dinosaur is heavy.', 'Erin is sad.', False)
('The dinosaur is heavy.', 'Erin is obese.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The dog is lovely.', 'Fiona is kind.', False)
('The falcon visits the dog.', 'Fiona is reckless.', False)
('The falcon visits the dog.', 'Fiona is reckless.', False)
('The cat is kind.', 'Erin is clever.', False)
('The cat is kind.', 'Erin is clever.', False)
('The snake is reckless.', 'Erin is fierce.', False)
('The snake is reckless.', 'Erin is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The rabbit is lovely.', 'Fiona is clever.', False)
('The rabbit is lovely.', 'Fiona is clever.', False)
('The snake visits the rabbit.', 'is fierce.', False)
('The snake visits the rabbit.', 'is fierce.', False)
('The rabbit is round.', 'is smart.', False)
('The rabbit is round.', 'Alan is smart.', False)
('The lion is sleepy.', 'Erin is obese.', False)
('The lion is sleepy.', 'Erin is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The squirrel is lovely.', 'Fiona is smart.', False)
('The squirrel is lovely.', 'Fiona is smart.', False)
('The lion attacks the squirrel.', 'Erin is obese.', False)
('The lion attacks the squirrel.', 'Erin is obese.', False)
('The mouse is round.', 'Erin is clever.', False)
('The mouse is round.', 'Erin is clever.', False)
('The wolf is tired.', 'is fierce.', False)
('The wolf is tired.', 'Erin is fierce.', False)
('The cheetah is heavy.', 'Erin is fierce.', False)
('The cheetah is heavy.', 'Erin is fierce.', False)
('The rabbit is adorable.', 'Fiona is clever.', False)
('The rabbit is adorable.', 'Fiona is clever.', False)
('The wolf sees the rabbit.', 'is fierce.', False)
('The wolf sees the rabbit.', 'is fierce.', False)
('The squirrel is quiet.', 'Fiona is small.', False)
('The squirrel is quiet.', 'Fiona is small.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The leopard is rough.', 'Charlie is obese.', False)
('The crocodile is strong.', 'Erin is obese.', False)
('The crocodile is strong.', 'Cro is obese.', False)
('The mouse is small.', 'Erin is obese.', False)
('The mouse is small.', 'Erin is obese.', False)
('The leopard attacks the mouse.', 'Charlie is obese.', False)
('The leopard attacks the mouse.', 'Charlie is obese.', False)
('The squirrel is smart.', 'Fiona is kind.', False)
('The squirrel is smart.', 'Fiona is kind.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The cheetah is slow.', 'Erin is slow.', False)
('The falcon is big.', 'Fiona is bad.', False)
('The falcon is big.', 'Fiona is bad.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The mouse is adorable.', 'Erin is kind.', False)
('The cheetah sees the mouse.', 'Erin is strong.', False)
('The cheetah sees the mouse.', 'Erin is strong.', False)
('The squirrel is nice.', 'Fiona is smart.', False)
('The squirrel is nice.', 'Fiona is smart.', False)
('The wolf is angry.', 'is slow.', False)
('The wolf is angry.', 'is slow.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The lion is awful.', 'Erin is fierce.', False)
('The dog is lovely.', 'Fiona is slow.', False)
('The dog is lovely.', 'Fiona is slow.', False)
('The wolf likes the dog.', 'is fierce.', False)
('The wolf likes the dog.', 'is fierce.', False)
('The mouse is nice.', 'Erin is lazy.', False)
('The mouse is nice.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The cheetah is reckless.', 'Erin is lazy.', False)
('The snake is heavy.', 'is lazy.', False)
('The snake is heavy.', 'is lazy.', False)
('The hamster is small.', 'is lazy.', False)
('The hamster is small.', 'is lazy.', False)
('The cheetah visits the hamster.', 'Erin is lazy.', False)
('The cheetah visits the hamster.', 'Erin is lazy.', False)
('The squirrel is smart.', 'S is fierce.', False)
('The squirrel is smart.', 'S is fierce.', False)
('The bear is dull.', 'Erin is fierce.', False)
('The bear is dull.', 'Erin is fierce.', False)
('The snake is heavy.', 'is fierce.', False)
('The snake is heavy.', 'Erin is fierce.', False)
('The rabbit is cute.', 'Fiona is fierce.', False)
('The rabbit is cute.', 'Fiona is fierce.', False)
('The bear visits the rabbit.', 'Erin is fierce.', False)
('The bear visits the rabbit.', 'Erin is fierce.', False)
('The hamster is nice.', 'is slow.', False)
('The hamster is nice.', 'Erin is slow.', False)
('The falcon is tired.', 'Fiona is slow.', False)
('The falcon is tired.', 'Fiona is slow.', False)
('The snake is big.', 'is fierce.', False)
('The snake is big.', 'is fierce.', False)
('The squirrel is furry.', 'Fiona is slow.', False)
('The squirrel is furry.', 'Fiona is slow.', False)
('The falcon chases the squirrel.', 'Fiona is fierce.', False)
('The falcon chases the squirrel.', 'Fiona is fierce.', False)
('The hamster is smart.', 'is slow.', False)
('The hamster is smart.', 'is slow.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The falcon is dull.', 'Fiona is slow.', False)
('The snake is big.', 'Erin is slow.', False)
('The snake is big.', 'Erin is slow.', False)
('The rabbit is adorable.', 'Fiona is slow.', False)
('The rabbit is adorable.', 'Fiona is slow.', False)
('The falcon chases the rabbit.', 'Fiona is slow.', False)
('The falcon chases the rabbit.', 'Fiona is slow.', False)
('The hamster is smart.', 'is fierce.', False)
('The hamster is smart.', 'is fierce.', False)
('The bear is dull.', 'Erin is fierce.', False)
('The bear is dull.', 'Erin is fierce.', False)
