('The squirrel is kind.', 'The squirrel is boring.', False)
('The hamster is lovely.', 'The hamster is beautiful.', False)
('The leopard needs the hamster.', 'The leopard attacks the rabbit.', False)
('The leopard needs the hamster.', 'The leopard attacks the rabbit.', False)
('The rabbit is round.', 'The rabbit is beautiful.', False)
('The rabbit is round.', 'The rabbit is beautiful.', False)
('The bald eagle is lazy.', 'The bald eagle is dull.', False)
('The bald eagle is lazy.', 'The bald eagle is dull.', False)
('The tiger is obese.', 'The tiger is awful.', False)
('The tiger is obese.', 'The tiger is awful.', False)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The dog is beautiful.', 'The dog is beautiful.', True)
('The bald eagle attacks the dog.', 'The bald eagle is sleepy.', False)
('The bald eagle attacks the dog.', 'The bald eagle is sleepy.', False)
('The cat is quiet.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is quiet.', 'The cat is is is is is is is is is is is is is is is i', False)
('The snake is rough.', 'The snake is dull.', False)
('The snake is rough.', 'The snake is dull.', False)
('The dinosaur is fierce.', 'The dinosaur is rough.', False)
('The dinosaur is fierce.', 'The dinosaur is rough.', False)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The mouse is funny.', 'The mouse is beautiful.', False)
('The snake visits the mouse.', 'The snake is visits the mouse.', False)
('The snake visits the mouse.', 'The snake is visits the mouse.', False)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is are are are are are are are are are are are are are are are', False)
('The snake is rough.', 'The snake is sleepy.', False)
('The snake is rough.', 'The snake is sleepy.', False)
('The tiger is strong.', 'The tiger is strong.', True)
('The tiger is strong.', 'The tiger is strong.', True)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The snake attacks the rabbit.', 'The snake is attacks the rabbit.', False)
('The snake attacks the rabbit.', 'The snake is attacks the rabbit.', False)
('The squirrel is quiet.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is quiet.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The leopard is slow.', 'The leopard is dull.', False)
('The leopard is slow.', 'The leopard is dull.', False)
('The falcon is strong.', 'The falcon is awful.', False)
('The falcon is strong.', 'The falcon is awful.', False)
('The cat is small.', 'The cat is is is is strong.', False)
('The cat is small.', 'The cat is is is is is strong.', False)
('The leopard visits the cat.', 'The leopard sees the squirrel.', False)
('The leopard visits the cat.', 'The leopard sees the squirrel.', False)
('The cat is smart.', 'The cat is are are are are are are are are are are are are are are are', False)
('The cat is smart.', 'The cat is are are are are are are are are are are are are are are are', False)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The bear is heavy.', 'The bear is big.', False)
('The bear is heavy.', 'The bear is big.', False)
('The rabbit is cute.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is cute.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The lion likes the rabbit.', 'The lion is sleepy.', False)
('The lion likes the rabbit.', 'The lion is sleepy.', False)
('The cat is round.', 'The cat is kind.', False)
('The cat is round.', 'The cat is are are are are are are are are are are are are are are are', False)
('The falcon is angry.', 'The falcon is tired.', False)
('The falcon is angry.', 'The falcon is tired.', False)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The squirrel is funny.', 'The squirrel is kind.', False)
('The squirrel is funny.', 'The squirrel is kind.', False)
('The falcon chases the squirrel.', 'The falcon chases the squirrel.', True)
('The falcon chases the squirrel.', 'The falcon chases the squirrel.', True)
('The hamster is round.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is round.', 'The hamster is is is is is is is is is is is is is i', False)
('The bear is lazy.', 'The bear is sleepy.', False)
('The bear is lazy.', 'The bear is sleepy.', False)
('The cheetah is big.', 'The cheetah is adorable.', False)
('The cheetah is big.', 'The cheetah is adorable.', False)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The bear needs the rabbit.', 'The bear likes the hamster.', False)
('The bear needs the rabbit.', 'The bear likes the hamster.', False)
('The rabbit is round.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is round.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The snake is angry.', 'The snake is obese.', False)
('The snake is angry.', 'The snake is obese.', False)
('The bear is awful.', 'The bear is angry.', False)
('The bear is awful.', 'The bear is angry.', False)
('The hamster is cute.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is cute.', 'The hamster is is is is is is is is is is is is is i', False)
('The snake visits the hamster.', 'The snake is visits the rabbit.', False)
('The snake visits the hamster.', 'The snake is visits the rabbit.', False)
('The rabbit is kind.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is kind.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The dinosaur is boring.', 'The dinosaur is boring.', True)
('The leopard is fierce.', 'The leopard is boring.', False)
('The leopard is fierce.', 'The leopard is boring.', False)
('The hamster is lovely.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is lovely.', 'The hamster is is is is is is is is is is is is is i', False)
('The dinosaur sees the hamster.', 'The dinosaur is sees the rabbit.', False)
('The dinosaur sees the hamster.', 'The dinosaur is sees the rabbit.', False)
('The cat is quiet.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is quiet.', 'The cat is is is is is is is is is is is is is is is i', False)
('The dinosaur is rough.', 'The dinosaur is angry.', False)
('The dinosaur is rough.', 'The dinosaur is angry.', False)
('The falcon is awful.', 'The falcon is strong.', False)
('The falcon is awful.', 'The falcon is strong.', False)
('The rabbit is beautiful.', 'The rabbit is kind.', False)
('The rabbit is beautiful.', 'The rabbit is kind.', False)
('The dinosaur needs the rabbit.', 'The dinosaur needs the rabbit.', True)
('The dinosaur needs the rabbit.', 'The dinosaur needs the rabbit.', True)
('The dog is smart.', 'The dog is beautiful.', False)
('The dog is smart.', 'The dog is beautiful.', False)
('The falcon is reckless.', 'The falcon is lazy.', False)
('The falcon is reckless.', 'The falcon is lazy.', False)
('The cheetah is heavy.', 'The cheetah is strong.', False)
('The cheetah is heavy.', 'The cheetah is strong.', False)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The falcon likes the hamster.', 'The falcon is likes the hamster.', False)
('The falcon likes the hamster.', 'The falcon is likes the hamster.', False)
('The squirrel is smart.', 'The squirrel is beautiful.', False)
('The squirrel is smart.', 'The squirrel is beautiful.', False)
('The snake is boring.', 'The snake is boring.', True)
('The snake is boring.', 'The snake is boring.', True)
('The dinosaur is heavy.', 'The dinosaur is fierce.', False)
('The dinosaur is heavy.', 'The dinosaur is fierce.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The snake sees the mouse.', 'The snake is attacks the squirrel.', False)
('The snake sees the mouse.', 'The snake is attacks the squirrel.', False)
('The rabbit is round.', 'The rabbit is kind.', False)
('The rabbit is round.', 'The rabbit is kind.', False)
('The bear is dull.', 'The bear is obese.', False)
('The bear is dull.', 'The bear is obese.', False)
('The snake is fierce.', 'The snake is big.', False)
('The snake is fierce.', 'The snake is big.', False)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The bear attacks the hamster.', 'The bear is attacks the hamster.', False)
('The bear attacks the hamster.', 'The bear is attacks the hamster.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The falcon is sleepy.', 'The falcon is sleepy.', True)
('The cheetah is heavy.', 'The cheetah is sleepy.', False)
('The cheetah is heavy.', 'The cheetah is sleepy.', False)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The falcon visits the cat.', 'The falcon likes the squirrel.', False)
('The falcon visits the cat.', 'The falcon likes the squirrel.', False)
('The mouse is smart.', 'The mouse is kind.', False)
('The mouse is smart.', 'The mouse is kind.', False)
('The crocodile is slow.', 'The crocodile is sleepy.', False)
('The crocodile is slow.', 'The crocodile is sleepy.', False)
('The lion is strong.', 'The lion is cute.', False)
('The lion is strong.', 'The lion is cute.', False)
('The hamster is lovely.', 'The hamster is is is is is is is is is is is is is i', False)
('The hamster is lovely.', 'The hamster is is is is is is is is is is is is is i', False)
('The crocodile likes the hamster.', 'The crocodile visits the mouse.', False)
('The crocodile likes the hamster.', 'The crocodile visits the mouse.', False)
('The rabbit is nice.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is nice.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The falcon is rough.', 'The falcon is tired.', False)
('The falcon is rough.', 'The falcon is tired.', False)
('The leopard is big.', 'The leopard is adorable.', False)
('The leopard is big.', 'The leopard is adorable.', False)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The squirrel is beautiful.', 'The squirrel is beautiful.', True)
('The falcon visits the squirrel.', 'The falcon needs the rabbit.', False)
('The falcon visits the squirrel.', 'The falcon needs the rabbit.', False)
('The mouse is round.', 'The mouse is adorable.', False)
('The mouse is round.', 'The mouse is adorable.', False)
('The cheetah is reckless.', 'The cheetah is lazy.', False)
('The cheetah is reckless.', 'The cheetah is lazy.', False)
('The falcon is obese.', 'The falcon is big.', False)
