('Fiona is strong.', 'The fion is strong.', False)
('Gary is little.', 'The Gary is small.', False)
('Charlie is clever.', 'The cat is wealthy.', False)
('Charlie is clever.', 'The cat is wealthy.', False)
('Dave is rough.', 'The dog is rough.', False)
('Dave is rough.', 'The dog is rough.', False)
('Gary is strong.', 'The a person is strong.', False)
('Gary is strong.', 'The a person is strong.', False)
('Erin is short.', 'The erin is small.', False)
('Erin is short.', 'The erin is small.', False)
('Anne is kind.', 'The bald eagle is quiet.', False)
('Anne is kind.', 'The bald eagle is quiet.', False)
('Alan is poor.', 'The dinosaur is poor.', False)
('Alan is poor.', 'The cat is poor.', False)
('Alan is big.', 'The cat is big.', False)
('Alan is big.', 'The cat is big.', False)
('Dave is little.', 'The dog is small.', False)
('Dave is little.', 'The dinosaur is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Bob is imperfect.', 'The dog is rough.', False)
('Bob is imperfect.', 'The dog is rough.', False)
('Gary is heavy.', 'The bald eagle is big.', False)
('Gary is heavy.', 'The bald eagle is big.', False)
('Erin is short.', 'The er is short.', False)
('Erin is short.', 'The er is short.', False)
('Bob is kind.', 'The bob is smart.', False)
('Bob is kind.', 'The bob is smart.', False)
('Fiona is rough.', 'The fion is rough.', False)
('Fiona is rough.', 'The fion is rough.', False)
('Alan is big.', 'The lion is big.', False)
('Alan is big.', 'The lion is big.', False)
('Charlie is small.', 'The lion is small.', False)
('Charlie is small.', 'The lion is small.', False)
('Erin is clever.', 'The erin is clever.', False)
('Erin is clever.', 'The erin is clever.', False)
('Fiona is dull.', 'The lion is poor.', False)
('Fiona is dull.', 'The lion is poor.', False)
('Anne is huge.', 'The snake is heavy.', False)
('Anne is huge.', 'The snake is heavy.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The bald eagle is small.', False)
('Alan is quiet.', 'The cat is quiet.', False)
('Alan is quiet.', 'The cat is quiet.', False)
('Charlie is bad.', 'The dog is poor.', False)
('Charlie is bad.', 'The dog is poor.', False)
('Anne is high.', 'The snake is big.', False)
('Anne is high.', 'The snake is big.', False)
('Harry is thin.', 'The lion is thin.', False)
('Harry is thin.', 'The lion is thin.', False)
('Charlie is quiet.', 'The a person is kind.', False)
('Charlie is quiet.', 'The a person is kind.', False)
('Fiona is bad.', 'The lion is poor.', False)
('Fiona is bad.', 'The lion is poor.', False)
('Bob is strong.', 'The bob is strong.', False)
('Bob is strong.', 'The bob is strong.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Erin is kind.', 'The erin is kind.', False)
('Erin is kind.', 'The erin is kind.', False)
('Fiona is bad.', 'The lion is dull.', False)
('Fiona is bad.', 'The lion is dull.', False)
('Fiona is heavy.', 'The fion is big.', False)
('Fiona is heavy.', 'The fion is big.', False)
('Charlie is thin.', 'The cat is thin.', False)
('Charlie is thin.', 'The cat is thin.', False)
('Dave is quiet.', 'The dog is quiet.', False)
('Dave is quiet.', 'The dog is quiet.', False)
('Anne is dull.', 'The snake is sad.', False)
('Anne is dull.', 'The snake is rough.', False)
('Harry is strong.', 'The cat is strong.', False)
('Harry is strong.', 'The lion is strong.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Anne is wealthy.', 'The cat is wealthy.', False)
('Anne is wealthy.', 'The cat is wealthy.', False)
('Alan is dull.', 'The cat is imperfect.', False)
('Alan is dull.', 'The cat is imperfect.', False)
('Fiona is high.', 'The fion is big.', False)
('Fiona is high.', 'The fion is strong.', False)
('Dave is thin.', 'The dog is short.', False)
('Dave is thin.', 'The dog is short.', False)
('Charlie is kind.', 'The cat is kind.', False)
('Charlie is kind.', 'The cat is kind.', False)
('Anne is dull.', 'The cat is poor.', False)
('Anne is dull.', 'The cat is poor.', False)
('Gary is heavy.', 'The lion is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Charlie is clever.', 'The lion is clever.', False)
('Charlie is clever.', 'The lion is clever.', False)
('Harry is poor.', 'The lion is poor.', False)
('Harry is poor.', 'The lion is poor.', False)
('Dave is high.', 'The a person is big.', False)
('Dave is high.', 'The a person is big.', False)
('Alan is small.', 'The dinosaur is small.', False)
('Alan is small.', 'The dinosaur is small.', False)
('Bob is quiet.', 'The a person is nice.', False)
('Bob is quiet.', 'The a person is nice.', False)
('Charlie is rough.', 'The squirrel is rough.', False)
('Charlie is rough.', 'The squirrel is rough.', False)
('Erin is strong.', 'The erin is big.', False)
('Erin is strong.', 'The erin is big.', False)
('Alan is short.', 'The lion is small.', False)
('Alan is short.', 'The lion is small.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Dave is bad.', 'The snake is sad.', False)
('Dave is bad.', 'The lion is sad.', False)
('Gary is strong.', 'The bald eagle is big.', False)
('Gary is strong.', 'The bald eagle is big.', False)
('Fiona is small.', 'The filion is small.', False)
('Fiona is small.', 'The filion is small.', False)
('Bob is smart.', 'The cat is wealthy.', False)
('Bob is smart.', 'The cat is wealthy.', False)
('Anne is rough.', 'The snake is sad.', False)
('Anne is rough.', 'The snake is sad.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Alan is quiet.', 'The cat is nice.', False)
('Alan is quiet.', 'The cat is nice.', False)
('Bob is sad.', 'The cat is sad.', False)
('Bob is sad.', 'The bob is sad.', False)
('Anne is huge.', 'The a person is big.', False)
('Anne is huge.', 'The a person is big.', False)
('Gary is small.', 'The Gary is small.', False)
('Gary is small.', 'The bald eagle is small.', False)
('Bob is wealthy.', 'The bob is quiet.', False)
('Bob is wealthy.', 'The bob is quiet.', False)
('Alan is rough.', 'The cat is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Charlie is heavy.', 'The cat is strong.', False)
('Charlie is heavy.', 'The cat is strong.', False)
('Erin is small.', 'The er is small.', False)
('Erin is small.', 'The er is small.', False)
('Harry is nice.', 'The Harry is smart.', False)
('Harry is nice.', 'The Harry is smart.', False)
('Dave is bad.', 'The dinosaur is rough.', False)
('Dave is bad.', 'The dog is rough.', False)
('Bob is high.', 'The cat is big.', False)
('Bob is high.', 'The cat is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Charlie is wealthy.', 'The cat is kind.', False)
('Charlie is wealthy.', 'The cat is kind.', False)
('Anne is imperfect.', 'The cat is sad.', False)
('Anne is imperfect.', 'The cat is sad.', False)
('Charlie is heavy.', 'The cat is heavy.', False)
('Charlie is heavy.', 'The cat is heavy.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Fiona is tiny.', 'The fion is small.', False)
('Harry is wealthy.', 'The h is nice.', False)
('Harry is wealthy.', 'The h is nice.', False)
('Alan is dull.', 'The cat is dull.', False)
('Alan is dull.', 'The cat is dull.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Charlie is short.', 'The cat is short.', False)
('Charlie is short.', 'The cat is short.', False)
('Dave is wealthy.', 'The dog is kind.', False)
('Dave is wealthy.', 'The dog is kind.', False)
('Erin is dull.', 'The er is bad.', False)
('Erin is dull.', 'The er is bad.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Harry is thin.', 'The Harry is small.', False)
('Harry is thin.', 'The Harry is small.', False)
('Anne is smart.', 'The cat is nice.', False)
('Anne is smart.', 'The cat is nice.', False)
('Charlie is imperfect.', 'The cat is imperfect.', False)
('Charlie is imperfect.', 'The cat is imperfect.', False)
('Harry is high.', 'The Harry is strong.', False)
('Harry is high.', 'The Harry is strong.', False)
('Erin is short.', 'The er is small.', False)
('Erin is short.', 'The er is small.', False)
('Alan is smart.', 'The cat is smart.', False)
('Alan is smart.', 'The cat is smart.', False)
('Gary is bad.', 'The bald eagle is poor.', False)
('Gary is bad.', 'The bald eagle is poor.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Gary is thin.', 'The Gary is small.', False)
('Gary is thin.', 'The Gary is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Alan is poor.', 'The bald eagle is poor.', False)
('Alan is poor.', 'The bald eagle is poor.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Anne is tiny.', 'The bald eagle is short.', False)
('Anne is tiny.', 'The anne is short.', False)
('Fiona is nice.', 'The fion is quiet.', False)
('Fiona is nice.', 'The fion is quiet.', False)
('Erin is poor.', 'The erin is poor.', False)
('Erin is poor.', 'The erin is poor.', False)
('Dave is strong.', 'The dog is strong.', False)
('Dave is strong.', 'The dog is strong.', False)
('Fiona is short.', 'The fion is small.', False)
('Fiona is short.', 'The fion is small.', False)
('Charlie is wealthy.', 'The cat is nice.', False)
('Charlie is wealthy.', 'The cat is nice.', False)
('Erin is sad.', 'The er is sad.', False)
('Erin is sad.', 'The er is sad.', False)
('Anne is heavy.', 'The cat is strong.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Alan is small.', 'The cat is small.', False)
('Alan is small.', 'The cat is small.', False)
('Charlie is wealthy.', 'The cat is kind.', False)
('Charlie is wealthy.', 'The cat is kind.', False)
('Bob is imperfect.', 'The cat is imperfect.', False)
('Bob is imperfect.', 'The cat is imperfect.', False)
('Harry is big.', 'The h is big.', False)
('Harry is big.', 'The h is big.', False)
('Bob is little.', 'The cat is thin.', False)
('Bob is little.', 'The bob is thin.', False)
('Erin is quiet.', 'The erin is wealthy.', False)
('Erin is quiet.', 'The erin is wealthy.', False)
('Alan is dull.', 'The cat is dull.', False)
('Alan is dull.', 'The cat is dull.', False)
('Harry is high.', 'The Harry is big.', False)
('Harry is high.', 'The Harry is big.', False)
('Anne is thin.', 'The snake is small.', False)
('Anne is thin.', 'The snake is small.', False)
('Erin is clever.', 'The er is wealthy.', False)
('Erin is clever.', 'The er is wealthy.', False)
('Charlie is rough.', 'The cat is sad.', False)
('Charlie is rough.', 'The cat is sad.', False)
('Bob is high.', 'The bald eagle is high.', False)
('Bob is high.', 'The bald eagle is high.', False)
('Gary is short.', 'The bald eagle is thin.', False)
('Gary is short.', 'The bald eagle is thin.', False)
('Alan is smart.', 'The bald eagle is smart.', False)
('Alan is smart.', 'The bald eagle is smart.', False)
('Erin is imperfect.', 'The bald eagle is dull.', False)
('Erin is imperfect.', 'The er is dull.', False)
('Gary is strong.', 'The bald eagle is big.', False)
('Gary is strong.', 'The bald eagle is big.', False)
('Charlie is short.', 'The cat is thin.', False)
('Charlie is short.', 'The cat is thin.', False)
('Bob is quiet.', 'The cat is nice.', False)
('Bob is quiet.', 'The cat is nice.', False)
('Alan is imperfect.', 'The cat is rough.', False)
('Alan is imperfect.', 'The cat is rough.', False)
('Alan is huge.', 'The cat is strong.', False)
('Alan is huge.', 'The cat is strong.', False)
('Erin is small.', 'The erin is small.', False)
('Erin is small.', 'The erin is small.', False)
('Harry is smart.', 'The Harry is kind.', False)
('Harry is smart.', 'The Harry is kind.', False)
('Gary is sad.', 'The snake is bad.', False)
('Gary is sad.', 'The sad.', False)
('Dave is big.', 'The dog is big.', False)
('Dave is big.', 'The dog is high.', False)
('Bob is tiny.', 'The cat is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Anne is kind.', 'The snake is kind.', False)
('Anne is kind.', 'The snake is kind.', False)
('Erin is bad.', 'The er is sad.', False)
('Erin is bad.', 'The er is sad.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Anne is short.', 'The snake is small.', False)
('Anne is short.', 'The lion is small.', False)
('Alan is wealthy.', 'The lion is wealthy.', False)
('Alan is wealthy.', 'The lion is wealthy.', False)
('Harry is bad.', 'The lion is sad.', False)
('Harry is bad.', 'The lion is sad.', False)
('Gary is heavy.', 'The lion is heavy.', False)
('Gary is heavy.', 'The lion is heavy.', False)
('Alan is short.', 'The lion is thin.', False)
('Alan is short.', 'The lion is thin.', False)
('Bob is kind.', 'The lion is wealthy.', False)
('Bob is kind.', 'The bald eagle is wealthy.', False)
('Fiona is rough.', 'The lion is poor.', False)
('Fiona is rough.', 'The lion is poor.', False)
('Bob is heavy.', 'The cat is strong.', False)
('Bob is heavy.', 'The cat is heavy.', False)
('Alan is small.', 'The cat is small.', False)
('Alan is small.', 'The cat is small.', False)
('Charlie is wealthy.', 'The cat is quiet.', False)
('Charlie is wealthy.', 'The cat is quiet.', False)
('Erin is imperfect.', 'The er is bad.', False)
('Erin is imperfect.', 'The er is bad.', False)
('Dave is big.', 'The dog is heavy.', False)
('Dave is big.', 'The dog is heavy.', False)
('Fiona is short.', 'The fion is small.', False)
('Fiona is short.', 'The fion is small.', False)
('Charlie is clever.', 'The lion is quiet.', False)
('Charlie is clever.', 'The lion is quiet.', False)
('Bob is sad.', 'The lion is sad.', False)
('Bob is sad.', 'The lion is sad.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Erin is big.', 'The bald eagle is big.', False)
('Charlie is small.', 'The cat is thin.', False)
('Charlie is small.', 'The cat is thin.', False)
('Anne is nice.', 'The cat is wealthy.', False)
('Anne is nice.', 'The cat is wealthy.', False)
('Gary is bad.', 'The bald eagle is rough.', False)
('Gary is bad.', 'The bald eagle is rough.', False)
('Alan is heavy.', 'The cat is strong.', False)
('Alan is heavy.', 'The cat is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Bob is quiet.', 'The cat is quiet.', False)
('Bob is quiet.', 'The cat is quiet.', False)
('Anne is poor.', 'The cat is sad.', False)
('Anne is poor.', 'The cat is sad.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Gary is huge.', 'The bald eagle is big.', False)
('Erin is tiny.', 'The erin is thin.', False)
('Erin is tiny.', 'The erin is thin.', False)
