('Fiona is high.', 'The lion is strong.', False)
('Bob is little.', 'The Bob is rough.', False)
('Harry is kind.', 'The Harry is smart.', False)
('Harry is kind.', 'The Harry is smart.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Anne is strong.', 'The lion is strong.', False)
('Anne is strong.', 'The lion is strong.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Dave is dull.', 'The Dave is sad.', False)
('Dave is dull.', 'The Dave is sad.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Harry is thin.', 'The bald eagle is small.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Anne is nice.', 'The Anne is nice.', False)
('Dave is imperfect.', 'The Dave is sad.', False)
('Dave is imperfect.', 'The Dave is sad.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Fiona is huge.', 'The lion is strong.', False)
('Anne is tiny.', 'The Anne is lovely.', False)
('Anne is tiny.', 'The anneagle is small.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Erin is clever.', 'The bald eagle is smart.', False)
('Harry is rough.', 'The bald eagle is rough.', False)
('Harry is rough.', 'The bald eagle is rough.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Bob is thin.', 'The Bob is the Bob.', False)
('Bob is thin.', 'The Bob is thin.', False)
('Erin is smart.', 'The bald eagle is strong.', False)
('Erin is smart.', 'The bald eagle is strong.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Erin is big.', 'The bald eagle is eagle is strong.', False)
('Erin is big.', 'The bald eagle is the eagle is strong.', False)
('Anne is small.', 'The Anne is small.', False)
('Anne is small.', 'The Anne is small.', False)
('Gary is kind.', 'The Gary is smart.', False)
('Gary is kind.', 'The Gary is smart.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Alan is dull.', 'The Alan is sad.', False)
('Harry is big.', 'The bald eagle is strong.', False)
('Harry is big.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Erin is thin.', 'The bald eagle is strong.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Gary is quiet.', 'The Gary is quiet.', False)
('Alan is poor.', 'The Alan is slow.', False)
('Alan is poor.', 'The Alan is slow.', False)
('Erin is huge.', 'The bald eagle is strong.', False)
('Erin is huge.', 'The bald eagle is strong.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is the Charlie.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Anne is poor.', 'The Anne is sleepy.', False)
('Anne is poor.', 'The Anne is sleepy.', False)
('Alan is high.', 'The Alan is strong.', False)
('Alan is high.', 'The Alan is strong.', False)
('Harry is short.', 'The bald eagle is strong.', False)
('Harry is short.', 'The bald eagle is strong.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Gary is clever.', 'The Gary is smart.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Fiona is tiny.', 'The lion is lovely.', False)
('Fiona is tiny.', 'The lion is person.', False)
('Bob is kind.', 'The Bob is smart.', False)
('Bob is kind.', 'The Bob is smart.', False)
('Erin is imperfect.', 'The bald eagle is rough.', False)
('Erin is imperfect.', 'The bald eagle is rough.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Gary is heavy.', 'The bald eagle is heavy.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Anne is imperfect.', 'The Anne is slow.', False)
('Anne is imperfect.', 'The Anne is sleepy.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Bob is rough.', 'The Bob is rough.', False)
('Erin is big.', 'The bald eagle is strong.', False)
('Erin is big.', 'The bald eagle sees the hamster.', False)
('Anne is thin.', 'The Anne is small.', False)
('Anne is thin.', 'The anneagle is small.', False)
('Bob is kind.', 'The Bob is nice.', False)
('Bob is kind.', 'The Bob is nice.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Erin is huge.', 'The bear likes the hamster.', False)
('Erin is huge.', 'The bald eagle needs the hamster.', False)
('Harry is tiny.', 'The bald eagle is small.', False)
('Harry is tiny.', 'The bald eagle is small.', False)
('Alan is wealthy.', 'The Alan is smart.', False)
('Alan is wealthy.', 'The Alan is smart.', False)
('Fiona is bad.', 'The Ficon is rough.', False)
('Fiona is bad.', 'The Ficon is rough.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Bob is small.', 'The Bob is small.', False)
('Bob is small.', 'The Bob is rough.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Anne is rough.', 'The Anne is rough.', False)
('Anne is rough.', 'The Anne is rough.', False)
