('Fiona is strong.', 'The lion is strong.', False)
('Gary is thin.', 'The dog is small.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Dave is rough.', 'The Dave is rough.', False)
('Dave is rough.', 'The dog is rough.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The lion is small.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The falcon is smart.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The lion is short.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The dog is kind.', False)
('Fiona is rough.', 'The falcon is poor.', False)
('Fiona is rough.', 'The falcon is poor.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Fiona is dull.', 'The lion is dull.', False)
('Fiona is dull.', 'The lion is rough.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Bob is little.', 'The Bob is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Charlie is bad.', 'The Charlie is awful.', False)
('Charlie is bad.', 'The Charlie is awful.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Fiona is bad.', 'The lion is rough.', False)
('Fiona is bad.', 'The falcon is rough.', False)
('Bob is strong.', 'The Bob is strong.', False)
('Bob is strong.', 'Thebob is strong.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Fiona is bad.', 'The lion is big.', False)
('Fiona is bad.', 'The falcon is big.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is small.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Dave is quiet.', 'The Dave is quiet.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The dog is small.', False)
('Anne is wealthy.', 'The bald eagle is wealthy.', False)
('Anne is wealthy.', 'The bald eagle is wealthy.', False)
('Alan is dull.', 'The Alan is small.', False)
('Alan is dull.', 'The Alan is small.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Fiona is high.', 'The lion is heavy.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Anne is dull.', 'The bald eagle is dull.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Dave is high.', 'The Dave is strong.', False)
('Dave is high.', 'The Dave is strong.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Charlie is rough.', 'The Charlie is rough.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Dave is bad.', 'The Dave is rough.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Fiona is small.', 'The falcon is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Bob is smart.', 'The Bob is smart.', False)
('Bob is smart.', 'Thebob is smart.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Anne is rough.', 'The bald eagle is rough.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Anne is strong.', 'The bald eagle is strong.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Alan is quiet.', 'The Alan is quiet.', False)
('Bob is sad.', 'The dog is sad.', False)
('Bob is sad.', 'The dog is strong.', False)
('Anne is huge.', 'The Anne is big.', False)
('Anne is huge.', 'The Anne is big.', False)
('Gary is small.', 'The dog is small.', False)
('Gary is small.', 'The dog is small.', False)
('Bob is wealthy.', 'The dog is wealthy.', False)
('Bob is wealthy.', 'The dog is wealthy.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Dave is bad.', 'The Dave is bad.', False)
('Dave is bad.', 'The dog is bad.', False)
('Bob is high.', 'The Bob is big.', False)
('Bob is high.', 'Thebob is strong.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Anne is imperfect.', 'The bald eagle is small.', False)
('Anne is imperfect.', 'The bald eagle is small.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Dave is wealthy.', 'The Dave is wealthy.', False)
('Erin is dull.', 'The lion is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Bob is big.', 'The Bob is big.', False)
('Bob is big.', 'Thebob is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Charlie is imperfect.', 'The Charlie is imperfect.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The lion is short.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Gary is bad.', 'The dog is awful.', False)
('Gary is bad.', 'The dog is awful.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Gary is thin.', 'The dog is thin.', False)
('Gary is thin.', 'The dog is thin.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Alan is poor.', 'The Alan is rough.', False)
('Alan is poor.', 'The Alan is rough.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Dave is strong.', 'The Dave is strong.', False)
('Fiona is short.', 'The falcon is short.', False)
('Fiona is short.', 'The falcon is short.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Erin is sad.', 'The lion is sad.', False)
('Erin is sad.', 'The lion is sad.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Bob is imperfect.', 'The dog is imperfect.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'Thebob is small.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Erin is quiet.', 'The lion is quiet.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is small.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Charlie is rough.', 'The Charlie is thin.', False)
('Charlie is rough.', 'The Charlie is thin.', False)
('Bob is high.', 'The Bob is big.', False)
('Bob is high.', 'The Bob is heavy.', False)
('Gary is short.', 'The dog is short.', False)
('Gary is short.', 'The dog is short.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Alan is smart.', 'The Alan is smart.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Gary is strong.', 'The dog is strong.', False)
('Gary is strong.', 'The dog is strong.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'Thebob is quiet.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Erin is small.', 'The lion is small.', False)
('Erin is small.', 'The lion is small.', False)
('Harry is smart.', 'The lion is smart.', False)
('Harry is smart.', 'The is smart.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Bob is tiny.', 'The dog is small.', False)
('Bob is tiny.', 'The dog is small.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Anne is kind.', 'The bald eagle is kind.', False)
('Erin is bad.', 'The bald eagle is big.', False)
('Erin is bad.', 'The bald eagle is big.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Anne is short.', 'The bald eagle is short.', False)
('Anne is short.', 'The bald eagle is short.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Harry is bad.', 'The Harry is poor.', False)
('Harry is bad.', 'The Harry is poor.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Gary is heavy.', 'The dog is heavy.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Fiona is rough.', 'The lion is rough.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Charlie is wealthy.', 'The Charlie is wealthy.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Erin is imperfect.', 'The bald eagle is imperfect.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Bob is sad.', 'The dog is sad.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Anne is nice.', 'The bald eagle is nice.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Alan is heavy.', 'The Alan is heavy.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Bob is quiet.', 'The dog is quiet.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
